parameter_A,parameter_B,channels,additive_cv_rmse,joint_cv_rmse,interaction_rmse_improvement_pct,additive_cv_r2,joint_cv_r2,interaction_incremental_r2,fold_reproducibility,evidence_label,reason
TOPSIN_ET_Cap3pf_0,THIN_ET_DC_RF_Vg_optt2,A_high_x_high,2.1724,2.0839,4.073,0.0749,0.1465,0.0716,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0716."
THIN_ET_Rcat_cn_1_OW_ST,TOPSIN_ET_R414,A_high_x_high,2.2193,2.1311,3.974,0.0267,0.0983,0.0716,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0716."
TOPSIN_ET_DC_SMALL_Vbgd1,THIN_ET_lkg_100_at20V,A_high_x_high,2.0223,1.9306,4.532,0.1792,0.2507,0.0716,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0716."
TOPSIN_ET_DC_SMALL_Vbgd_0p1,TOPSIN_ET_C100CapUSV,A_high_x_high,2.1762,2.0821,4.323,0.0656,0.1372,0.0716,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0716."
THIN_ET_lkg_100_at20V,MEASURE_ET_DC_RF_S22ang_10GHz,B_high_x_special_evidence,1.9859,1.8953,4.562,0.2132,0.2848,0.0716,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0716."
MEASURE_ET_Load_Pull_Freq,ANODE_ET_Ran_con_1,E_spline_strong_v3_underrepresented,2.2241,2.1367,3.931,0.0234,0.095,0.0716,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0716."
THIN_ET_Rcat_cn_1,ANODE_ET_Rc_an_ct2,A_high_x_high,2.1641,2.0766,4.044,0.0753,0.1468,0.0715,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0715."
BRIDGE_METAL_Height_Final_TOP_metal_thickness,THIN_ET_Rcat_cn_3,A_high_x_high,2.1906,2.105,3.904,0.045,0.1165,0.0715,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0715."
SIN_GATE_ET_Rc_an_ct2,FIC_ET_DC_PIV_Gate_Lag_0,A_high_x_high,2.0439,1.9536,4.421,0.1815,0.253,0.0715,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0715."
MEASURE_ET_C100C175pf,FIC_ET_DC_RF_Vbgs_0p01,A_high_x_high,2.0974,2.0062,4.349,0.1312,0.2027,0.0715,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0715."
TOPSIN_ET_Load_Pull_Id_ini,FIC_ET_DC_RF_Vt_gd,A_high_x_high,2.255,2.1767,3.473,-0.0074,0.064,0.0715,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0715."
FIC_ET_Gm_max,TOPSIN_ET_DC_RF_Vg_optt,A_high_x_high,2.1723,2.0878,3.888,0.0577,0.1293,0.0715,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0715."
FIC_ET_R_f_hr_2,MEASURE_ET_DC_Big_S12dB_10GHz,A_high_x_high,2.1606,2.0743,3.995,0.083,0.1545,0.0715,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0715."
FIC_ET_R_f_hr_3,TOPSIN_ET_Rc_f_tn_23,A_high_x_high,2.2088,2.1231,3.879,0.0346,0.1061,0.0715,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0715."
MEASURE_ET_DC_SEC_Vgs_0p1V,FIC_ET_lkg_5,A_high_x_high,2.1146,2.0261,4.186,0.1159,0.1874,0.0715,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0715."
FIC_ET_sh_f_tn_23,MEASURE_ET_DC_SEC_X_Ig_cut3_mAmm_neg_FPSD3p2,A_high_x_high,2.2212,2.1405,3.633,0.0249,0.0964,0.0715,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0715."
TOPSIN_ET_CapPARCAP_0,MEASURE_ET_C200_0,A_high_x_high,2.1493,2.0612,4.099,0.0865,0.158,0.0715,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0715."
MEASURE_ET_CapPARCAP_0,MEASURE_ET_C300FM1,A_high_x_high,2.1605,2.0736,4.026,0.0798,0.1513,0.0715,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0715."
MEASURE_ET_CapPARCAP_0,MEASURE_ET_DC_RF_Max_S11_Ph_L2180,A_high_x_high,2.1527,2.0676,3.953,0.0815,0.153,0.0715,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0715."
MEASURE_ET_DC_RF_Idss_W,SIN_ET_DC_RF_Gm_0,A_high_x_high,2.2184,2.1371,3.665,0.0288,0.1002,0.0715,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0715."
MEASURE_ET_DC_SMALL_Vdg_max_0p1,MEASURE_ET_DC_RF_Max_S11_Freq_L1002,A_high_x_high,2.2265,2.141,3.838,0.0236,0.0952,0.0715,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0715."
MEASURE_ET_DC_RF_Max_S11_Freq_L1002,THIN_ET_R_f_hr_3,A_high_x_high,2.2286,2.1418,3.898,0.0195,0.091,0.0715,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0715."
MEASURE_ET_DC_RF_Max_S11_Freq_L1018,MEASURE_ET_Load_Pull_Gss,A_high_x_high,2.205,2.1185,3.923,0.0398,0.1112,0.0715,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0715."
TOPSIN_ET_DC_SMALL_Vbgd1,MEASURE_ET_DC_RF_Max_S11_Ph_L2180,A_high_x_high,2.1462,2.0584,4.093,0.0915,0.163,0.0715,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0715."
MEASURE_ET_DC_RF_S11ang_10GHz,MEASURE_ET_Rcat_cn_1_OW_ST,A_high_x_high,2.2101,2.1235,3.918,0.0316,0.1032,0.0715,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0715."
MEASURE_ET_DC_RF_S22dB_26GHz_W,MEASURE_ET_RF_Modeling_S21_25G_Before,A_high_x_high,2.2065,2.1236,3.759,0.0424,0.1139,0.0715,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0715."
MEASURE_ET_DC_RF_Vbin_gs,TOPSIN_ET_DC_RF_Vbgs_0p1,A_high_x_high,2.1738,2.0907,3.822,0.0642,0.1357,0.0715,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0715."
TOPSIN_ET_Rc_f_tn_23,MEASURE_ET_DC_RF_Vbon_min,A_high_x_high,2.2038,2.1213,3.744,0.0403,0.1118,0.0715,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0715."
MEASURE_ET_DC_RF_Vt_gd,THIN_ET_DC_RF_Vbgs1,A_high_x_high,2.1945,2.1116,3.776,0.0532,0.1247,0.0715,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0715."
MEASURE_ET_DC_SEC_X_Bin,MEASURE_ET_lkg_CapFICBRGM,A_high_x_high,2.2041,2.1176,3.927,0.038,0.1095,0.0715,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0715."
TOPSIN_ET_DC_RF_Vbgs1,MEASURE_ET_DC_SEC_X_Id_plus_Ig_at_Vboff_mA_mm_FPSD3p2,A_high_x_high,2.1281,2.0414,4.074,0.1097,0.1812,0.0715,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0715."
MEASURE_ET_DC_SEC_X_Ig_cut3_mAmm_neg_FPSD3p2,TOPSIN_ET_Cap3pf,A_high_x_high,2.22,2.1401,3.602,0.0288,0.1004,0.0715,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0715."
TOPSIN_ET_DC_PIV_Drain_Lag_1,MEASURE_ET_DC_SMALL_Vbgs_0p01,A_high_x_high,2.0869,2.0066,3.849,0.1289,0.2004,0.0715,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0715."
THIN_ET_Rc_f_hr_23,MEASURE_ET_DC_Stress_Id_max_Ig_after,A_high_x_high,2.1603,2.0757,3.917,0.0756,0.1471,0.0715,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0715."
MEASURE_ET_DC_Stress_Id_stress_before,TOPSIN_ET_lkg_Cap_USV,A_high_x_high,2.0873,1.9915,4.592,0.1351,0.2066,0.0715,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0715."
MEASURE_ET_DC_Stress_Vp_after,THIN_ET_DC_RF_Vg_optt3,A_high_x_high,2.2591,2.1741,3.763,-0.014,0.0575,0.0715,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0715."
TOPSIN_ET_R_f_hr_3,MEASURE_ET_LT_SEC_Ileak_m10p5V_mA_mm,A_high_x_high,2.0577,1.9597,4.76,0.1559,0.2274,0.0715,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0715."
TOPSIN_ET_CapPARCAP,MEASURE_ET_LT_SEC_Ileak_m16p5V_mA_mm,A_high_x_high,2.0687,1.9844,4.075,0.1529,0.2243,0.0715,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0715."
MEASURE_ET_RGAN1,MEASURE_ET_Load_Pull_GL_set,A_high_x_high,2.1696,2.083,3.992,0.0663,0.1378,0.0715,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0715."
SIN_ET_TR_1F,MEASURE_ET_Load_Pull_GL_set,A_high_x_high,2.2042,2.1227,3.695,0.0416,0.1131,0.0715,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0715."
MEASURE_ET_RF_Modeling_Gm,TOPSIN_ET_DC_PIV_Drain_Lag_0,A_high_x_high,2.054,1.9663,4.27,0.1721,0.2436,0.0715,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0715."
MEASURE_ET_lkg_Cap1,MEASURE_ET_Rcat_cn_1_OW_ST,A_high_x_high,2.0715,1.9883,4.018,0.1404,0.2119,0.0715,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0715."
MEASURE_ET_Vbpin,TOPSIN_ET_OHMC,A_high_x_high,2.1564,2.0689,4.057,0.0782,0.1498,0.0715,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0715."
OHMIC_ET_Ran_con_3,TOPSIN_ET_lkg_Cap2,A_high_x_high,2.0595,1.9729,4.205,0.1561,0.2276,0.0715,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0715."
SIN_GATE_ET_Rc_OG142_GN,OHMIC_ET_lkg_5,A_high_x_high,2.0096,1.9146,4.729,0.1954,0.2668,0.0715,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0715."
SIN_ET_DC_RF_Vg_gm_max,TOPSIN_ET_TR_1F,A_high_x_high,2.1871,2.1035,3.822,0.056,0.1274,0.0715,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0715."
THIN_ET_Rc_OG142,THIN_ET_C100,A_high_x_high,2.1182,2.0287,4.223,0.1133,0.1848,0.0715,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0715."
THIN_ET_lkg_100_at20V,TOPSIN_ET_DC_RF_Vbgd1,A_high_x_high,2.017,1.9258,4.52,0.1855,0.257,0.0715,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0715."
TOPSIN_ET_Gate_res,TOPSIN_ET_lkg_CapFICM1,A_high_x_high,2.0406,1.9479,4.543,0.1729,0.2443,0.0715,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0715."
MEASURE_ET_RF_Modeling_Gm_max_W,SIN_ET_DC_RF_Gm_0,B_high_x_special_evidence,2.2302,2.1392,4.079,0.0159,0.0874,0.0715,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0715."
THIN_ET_Cap_C300,MEASURE_ET_LT_SEC_Vg_Id_min,B_high_x_special_evidence,2.2064,2.1193,3.949,0.0412,0.1127,0.0715,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0715."
SIN_ET_DC_RF_Vds_max_0p1,MEASURE_ET_DC_SEC_S_Vg_at_I1_pos_FPSD3p2,C_broadscreen_outlier_neither_high,2.2429,2.1555,3.894,0.0104,0.0819,0.0715,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0715."
MEASURE_ET_lkg_SY07_10,MEASURE_ET_DC_RF_S22ang_26GHz_W,C_broadscreen_outlier_neither_high,2.1147,2.0232,4.324,0.112,0.1835,0.0715,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0715."
MEASURE_ET_Load_Pull_GL_set,MEASURE_ET_RF_Modeling_Idss_W,E_spline_strong_v3_underrepresented,2.1606,2.0747,3.975,0.0763,0.1478,0.0715,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0715."
TOPSIN_ET_DC_SMALL_Id_gm_max,FIC_ET_Bad_Gates,E_spline_strong_v3_underrepresented,2.2231,2.1409,3.699,0.0195,0.091,0.0715,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0715."
TOPSIN_ET_Cap1pf,ANODE_ET_Ran_con_1,A_high_x_high,2.2091,2.1227,3.911,0.039,0.1104,0.0714,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0714."
ANODE_ET_Rc_an_ct2_OW_CR,SIN_GATE_ET_Rc_OG142_GN,A_high_x_high,2.2156,2.135,3.639,0.0231,0.0945,0.0714,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0714."
BRGM_ET_KLV_F_AB_4u,SIN_ET_lkg_SY07_10,A_high_x_high,1.9765,1.8792,4.923,0.2212,0.2926,0.0714,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0714."
OHMIC_ET_R114,CATHODE_ET_Rcat_cn_3_OW_ST,A_high_x_high,2.1649,2.0803,3.911,0.0709,0.1423,0.0714,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0714."
MEASURE_ET_DC_SEC_X_Ids_max_norm_FPSD3p2,FIC_ET_DC_RF_Id_gm_max,A_high_x_high,2.1642,2.0785,3.958,0.0768,0.1482,0.0714,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0714."
TOPSIN_ET_DC_RF_Imax,FIC_ET_DC_RF_Ids_m0p2,A_high_x_high,2.212,2.1249,3.938,0.0315,0.1029,0.0714,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0714."
FIC_ET_DC_RF_Imax,TOPSIN_ET_lkg_CapPARCAP,A_high_x_high,2.0575,1.9715,4.18,0.1524,0.2238,0.0714,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0714."
THIN_ET_Rc_OG142,FIC_ET_DC_RF_Vbgs_0p01,A_high_x_high,2.0308,1.9306,4.933,0.178,0.2494,0.0714,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0714."
OHMIC_ET_lkg_5,FIC_ET_DC_RF_Vds_max,A_high_x_high,2.0702,1.973,4.696,0.1473,0.2187,0.0714,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0714."
SIN_ET_DC_RF_Ids_m0p2,FIC_ET_DC_RF_Vds_max,A_high_x_high,2.1878,2.1018,3.935,0.0526,0.124,0.0714,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0714."
FIC_ET_DC_RF_Vg_max_Vd,MEASURE_ET_DC_RF2_S11ang_26GHz,A_high_x_high,2.2495,2.1644,3.782,-0.0008,0.0706,0.0714,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0714."
MEASURE_ET_DC_Diode_S11_dB_forw,FIC_ET_DC_RF_Vg_max_Vd_0p1mA,A_high_x_high,2.2592,2.1762,3.671,-0.0082,0.0632,0.0714,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0714."
MEASURE_ET_Load_Pull_Gss,FIC_ET_Probe_Number,A_high_x_high,2.2328,2.1489,3.755,0.0177,0.0891,0.0714,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0714."
FIC_ET_Rc_OG142,MEASURE_ET_Vbpin,A_high_x_high,2.1327,2.0453,4.098,0.099,0.1704,0.0714,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0714."
FIC_ET_Vp_1,MEASURE_ET_DC_RF_Id_Vbon_min,A_high_x_high,2.1671,2.0813,3.959,0.0753,0.1467,0.0714,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0714."
FIC_ET_Vp_1,TOPSIN_ET_DC_RF_Vbgs1,A_high_x_high,2.096,2.009,4.15,0.1365,0.2079,0.0714,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0714."
MEASURE_ET_RF_Modeling_S22ang_10GHz,FIC_ET_lkg_5,A_high_x_high,2.1256,2.0372,4.159,0.1062,0.1776,0.0714,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0714."
TOPSIN_ET_R114,FIC_ET_lkg_SY07_10,A_high_x_high,2.0479,1.9596,4.311,0.1704,0.2419,0.0714,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0714."
MEASURE_ET_RF_Modeling_S22ang_10GHz,FIC_ET_sh_f_tn_23,A_high_x_high,2.2264,2.1438,3.712,0.0238,0.0952,0.0714,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0714."
MEASURE_ET_C100CapPARCAP,THIN_ET_Ran_con_2_OW_CR,A_high_x_high,2.1248,2.0355,4.206,0.1111,0.1825,0.0714,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0714."
TOPSIN_ET_sh_f_tn_23,MEASURE_ET_C385pf,A_high_x_high,2.2034,2.1182,3.864,0.0431,0.1145,0.0714,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0714."
MEASURE_ET_LT_SEC_Vbgd1_Vd3,MEASURE_ET_Cap2pf_0,A_high_x_high,2.0917,1.9987,4.448,0.1374,0.2088,0.0714,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0714."
MaskSetSupplyChipsCount,MEASURE_ET_Cap2pf_0,A_high_x_high,2.1835,2.101,3.778,0.0609,0.1323,0.0714,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0714."
MEASURE_ET_CapPARCAP_0,MEASURE_ET_DC_RF_Idss_W,A_high_x_high,2.1509,2.0658,3.956,0.0842,0.1556,0.0714,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0714."
THIN_ET_Rcat_cn_1,MEASURE_ET_DC_Diode_Rs_9p5,A_high_x_high,2.1911,2.1046,3.948,0.0561,0.1275,0.0714,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0714."
SIN_ET_TR_1F,MEASURE_ET_DC_PIV_Drain_Lag_0,A_high_x_high,2.0959,2.0044,4.368,0.1332,0.2046,0.0714,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0714."
MEASURE_ET_DC_RF_Imax_W,MEASURE_ET_DC_RF_Vbon_min,A_high_x_high,2.2329,2.1477,3.815,0.015,0.0864,0.0714,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0714."
MEASURE_ET_R_f_hr_3,MEASURE_ET_DC_RF_Max_S11_Ph_L2180,A_high_x_high,2.2198,2.1339,3.873,0.028,0.0995,0.0714,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0714."
THIN_ET_DC_RF_Vbgs1,MEASURE_ET_DC_RF_Max_S11_Ph_L2180,A_high_x_high,2.1523,2.0622,4.187,0.0886,0.16,0.0714,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0714."
MEASURE_ET_DC_RF_Vg_Vbon_min,TOPSIN_ET_DC_SMALL_Vdg_max,A_high_x_high,2.2352,2.1494,3.839,0.0156,0.087,0.0714,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0714."
TOPSIN_ET_DC_RF_Vg_max_Vd,MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg3_SD3p5,A_high_x_high,2.2018,2.1209,3.672,0.0428,0.1142,0.0714,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0714."
TOPSIN_ET_Rc_OG144,MEASURE_ET_DC_SEC_S_Vg_at_I1_neg,A_high_x_high,2.152,2.0646,4.06,0.083,0.1545,0.0714,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0714."
TOPSIN_ET_C300,MEASURE_ET_DC_SEC_Vgs_0p1V,A_high_x_high,2.2158,2.1305,3.853,0.0364,0.1078,0.0714,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0714."
TOPSIN_ET_lkg_CapPARCAP,MEASURE_ET_DC_SMALL_Vdg_max_0p1,A_high_x_high,2.0446,1.9525,4.504,0.1693,0.2407,0.0714,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0714."
MEASURE_ET_HIRS,MEASURE_ET_lkg_USV_Cap,A_high_x_high,2.0938,2.002,4.386,0.132,0.2034,0.0714,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0714."
MEASURE_ET_RF_Modeling_Mag_d,MEASURE_ET_LT_SEC_Ileak_m16p5V_mA_mm,A_high_x_high,2.0669,1.974,4.495,0.1539,0.2253,0.0714,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0714."
MEASURE_ET_Load_Pull_Pout_W_mm_last,TOPSIN_ET_lkg_C450pf,A_high_x_high,2.0151,1.9167,4.886,0.1921,0.2635,0.0714,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0714."
MEASURE_ET_RGAN1,TOPSIN_ET_lkg_C300pf,A_high_x_high,2.0697,1.9921,3.748,0.1374,0.2088,0.0714,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0714."
MEASURE_ET_Rc_OG144,SIN_GATE_ET_Rc_OG142_GN,A_high_x_high,2.1934,2.1157,3.541,0.0462,0.1177,0.0714,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0714."
TOPSIN_ET_DC_PIV_Ids1_QP1,MEASURE_ET_Rc_an_ct2_OW_CR,A_high_x_high,2.0399,1.9452,4.643,0.1752,0.2466,0.0714,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0714."
MEASURE_ET_Vbkdn_Cap100_Long,THIN_ET_KLV_F_AB_4u,A_high_x_high,2.2392,2.16,3.539,0.0118,0.0832,0.0714,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0714."
MEASURE_ET_lkg_100_at20V,MEASURE_ET_Vbpin,A_high_x_high,2.1534,2.073,3.731,0.0774,0.1487,0.0714,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0714."
THIN_ET_TF_AB_1,MEASURE_ET_lkg_10,A_high_x_high,2.0132,1.9233,4.464,0.1994,0.2708,0.0714,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0714."
MEASURE_ET_lkg_70,THIN_ET_DC_RF_Vg_max_Vd,A_high_x_high,2.0855,1.9903,4.564,0.1349,0.2063,0.0714,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0714."
SIN_ET_DC_RF_Vt_gd,TOPSIN_ET_R_f_tn_1,A_high_x_high,2.1898,2.1049,3.877,0.0543,0.1257,0.0714,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0714."
SIN_ET_Probe_Number,TFRP_ET_Rsh_TFR2,A_high_x_high,2.1547,2.0698,3.937,0.0853,0.1567,0.0714,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0714."
THIN_ET_TF_AB_1,THIN_ET_DC_RF_Vbgs_0p1,A_high_x_high,2.0221,1.933,4.404,0.1946,0.2659,0.0714,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0714."
THIN_ET_Rcat_cn_1,THIN_ET_Rc_cat_ct2,A_high_x_high,2.2296,2.1498,3.58,0.0171,0.0885,0.0714,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0714."
THIN_ET_Rc_cat_ct2,MEASURE_ET_Rcat_cn_2_OW_ST,B_high_x_special_evidence,2.2125,2.1202,4.171,0.0264,0.0978,0.0714,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0714."
THIN_ET_R_f_tn_1,TOPSIN_ET_DC_RF_Idss,B_high_x_special_evidence,2.2547,2.1716,3.687,-0.0019,0.0695,0.0714,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0714."
MEASURE_ET_lkg_Cap_USV,MEASURE_ET_DC_SEC_Id_gm_max,E_spline_strong_v3_underrepresented,1.9515,1.8516,5.115,0.2382,0.3097,0.0714,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0714."
TOPSIN_ET_Cap_C300,ANODE_ET_Ran_con_1,A_high_x_high,2.2339,2.1475,3.868,0.0162,0.0875,0.0713,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0713."
BRGM_ET_KLV_F_AB_4u,MEASURE_ET_LT_SEC_Ileak_m12p5V_mA_mm,A_high_x_high,1.9788,1.8869,4.644,0.2232,0.2945,0.0713,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0713."
CATHODE_ET_Rcat_cn_3_OW_ST,SIN_GATE_ET_lkg_SY8_80,A_high_x_high,1.9658,1.8782,4.457,0.2244,0.2957,0.0713,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0713."
MEASURE_ET_DC_RF_Max_S11_Freq_L1002,FIC_ET_DC_PIV_Drain_Lag_1,A_high_x_high,2.1674,2.0824,3.923,0.0774,0.1486,0.0713,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0713."
MaskSetSupplyChipsCount,FIC_ET_DC_PIV_Drain_Lag_1,A_high_x_high,2.1335,2.0462,4.095,0.1056,0.1769,0.0713,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0713."
