parameter_A,parameter_B,channels,additive_cv_rmse,joint_cv_rmse,interaction_rmse_improvement_pct,additive_cv_r2,joint_cv_r2,interaction_incremental_r2,shap_interaction_strength,h_statistic_strength,fold_reproducibility,high_yield_region,low_yield_region,conditional_effect_description,evidence_label,reason
MEASURE_ET_DC_SMALL_Vg_gm_max,TOPSIN_ET_CapFICBRGM,F_score_disagreement,2.1626,2.0493,5.243,0.0789,0.1689,0.09,2e-05,0.0014,5/5,"MEASURE_ET_DC_SMALL_Vg_gm_max in [-inf, 476.5] AND TOPSIN_ET_CapFICBRGM in [500.6, 539.3]","MEASURE_ET_DC_SMALL_Vg_gm_max in [529.3, 569.8] AND TOPSIN_ET_CapFICBRGM in [-inf, 479]","Effect of MEASURE_ET_DC_SMALL_Vg_gm_max (low->high) on Yield: when TOPSIN_ET_CapFICBRGM is low = -3.219 pt, medium = -0.339 pt, high = +0.381 pt. The effect of MEASURE_ET_DC_SMALL_Vg_gm_max is largest when TOPSIN_ET_CapFICBRGM is low (a decrease of 3.219 pt) and smallest when TOPSIN_ET_CapFICBRGM is medium (0.339 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0900."
THIN_ET_lkg_100_at20V,MEASURE_ET_C100CapPARCAP,A_top_score1_nonadditivity,1.8756,1.7481,6.799,0.3014,0.3907,0.0893,0.0,0.0016,5/5,"THIN_ET_lkg_100_at20V in [-inf, 0.04549] AND MEASURE_ET_C100CapPARCAP in [0.1811, 0.2073]","THIN_ET_lkg_100_at20V in [0.1194, +inf] AND MEASURE_ET_C100CapPARCAP in [0.2466, +inf]","Effect of THIN_ET_lkg_100_at20V (low->high) on Yield: when MEASURE_ET_C100CapPARCAP is low = -2.406 pt, medium = -1.847 pt, high = -1.995 pt. The effect of THIN_ET_lkg_100_at20V is largest when MEASURE_ET_C100CapPARCAP is low (a decrease of 2.406 pt) and smallest when MEASURE_ET_C100CapPARCAP is medium (1.847 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0893."
MEASURE_ET_ABVIETCH,FIC_ET_DC_RF_Vbgs_0p01,B_existing_shap_interaction,2.105,2.0051,4.745,0.118,0.2028,0.0847,0.00384,0.1004,5/5,"MEASURE_ET_ABVIETCH in [25.13, 26.26] AND FIC_ET_DC_RF_Vbgs_0p01 in [26.75, 28.15]","MEASURE_ET_ABVIETCH in [-inf, 22.84] AND FIC_ET_DC_RF_Vbgs_0p01 in [-inf, 24.05]","Effect of MEASURE_ET_ABVIETCH (low->high) on Yield: when FIC_ET_DC_RF_Vbgs_0p01 is low = +0.491 pt, medium = +2.246 pt, high = -0.012 pt. The effect of MEASURE_ET_ABVIETCH is largest when FIC_ET_DC_RF_Vbgs_0p01 is medium (an increase of 2.246 pt) and smallest when FIC_ET_DC_RF_Vbgs_0p01 is high (0.012 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0847."
THIN_ET_lkg_100_at20V,TOPSIN_ET_CapFICM1,A_top_score1_nonadditivity+B_existing_shap_interaction+C_existing_h_statistic,1.9268,1.8104,6.038,0.2587,0.3433,0.0846,0.0,0.0,5/5,"THIN_ET_lkg_100_at20V in [0.04549, 0.06038] AND TOPSIN_ET_CapFICM1 in [-inf, 0.702]","THIN_ET_lkg_100_at20V in [0.1194, +inf] AND TOPSIN_ET_CapFICM1 in [-inf, 0.702]","Effect of THIN_ET_lkg_100_at20V (low->high) on Yield: when TOPSIN_ET_CapFICM1 is low = -2.607 pt, medium = -1.500 pt, high = -2.502 pt. The effect of THIN_ET_lkg_100_at20V is largest when TOPSIN_ET_CapFICM1 is low (a decrease of 2.607 pt) and smallest when TOPSIN_ET_CapFICM1 is medium (1.500 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0846."
SIN_GATE_ET_Rc_an_ct2,TOPSIN_ET_DC_PIV_Drain_Lag_1,A_top_score1_nonadditivity+C_existing_h_statistic,1.9568,1.8483,5.544,0.2472,0.3309,0.0837,0.00044,0.0531,5/5,"SIN_GATE_ET_Rc_an_ct2 in [0.2038, 0.2211] AND TOPSIN_ET_DC_PIV_Drain_Lag_1 in [-inf, 5.168]","SIN_GATE_ET_Rc_an_ct2 in [0.2445, +inf] AND TOPSIN_ET_DC_PIV_Drain_Lag_1 in [8.053, +inf]","Effect of SIN_GATE_ET_Rc_an_ct2 (low->high) on Yield: when TOPSIN_ET_DC_PIV_Drain_Lag_1 is low = -0.520 pt, medium = -1.789 pt, high = -2.113 pt. The effect of SIN_GATE_ET_Rc_an_ct2 is largest when TOPSIN_ET_DC_PIV_Drain_Lag_1 is high (a decrease of 2.113 pt) and smallest when TOPSIN_ET_DC_PIV_Drain_Lag_1 is low (0.520 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0837."
SIN_GATE_ET_Rc_OG142_GN,TOPSIN_ET_lkg_C450pf,A_top_score1_nonadditivity,1.9573,1.8493,5.515,0.2329,0.3156,0.0827,0.00023,0.0114,5/5,"SIN_GATE_ET_Rc_OG142_GN in [0.1797, 0.2039] AND TOPSIN_ET_lkg_C450pf in [0.04826, 0.06232]","SIN_GATE_ET_Rc_OG142_GN in [0.247, +inf] AND TOPSIN_ET_lkg_C450pf in [0.1248, +inf]","Effect of SIN_GATE_ET_Rc_OG142_GN (low->high) on Yield: when TOPSIN_ET_lkg_C450pf is low = -0.450 pt, medium = -1.241 pt, high = -1.969 pt. The effect of SIN_GATE_ET_Rc_OG142_GN is largest when TOPSIN_ET_lkg_C450pf is high (a decrease of 1.969 pt) and smallest when TOPSIN_ET_lkg_C450pf is low (0.450 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0827."
TOPSIN_ET_lkg_C450pf,MEASURE_ET_Rc_OG144,C_existing_h_statistic,2.0072,1.8961,5.536,0.197,0.2796,0.0826,1e-05,0.0003,5/5,"TOPSIN_ET_lkg_C450pf in [0.04826, 0.06232] AND MEASURE_ET_Rc_OG144 in [0.1853, 0.2008]","TOPSIN_ET_lkg_C450pf in [0.1248, +inf] AND MEASURE_ET_Rc_OG144 in [0.221, 0.2425]","Effect of TOPSIN_ET_lkg_C450pf (low->high) on Yield: when MEASURE_ET_Rc_OG144 is low = -2.652 pt, medium = -1.700 pt, high = -2.423 pt. The effect of TOPSIN_ET_lkg_C450pf is largest when MEASURE_ET_Rc_OG144 is low (a decrease of 2.652 pt) and smallest when MEASURE_ET_Rc_OG144 is medium (1.700 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0826."
TOPSIN_ET_lkg_C450pf,THIN_ET_Rc_cat_ct2,A_top_score1_nonadditivity,1.9879,1.8798,5.436,0.2096,0.2915,0.0819,0.00043,0.0253,5/5,"TOPSIN_ET_lkg_C450pf in [-inf, 0.04826] AND THIN_ET_Rc_cat_ct2 in [0.2047, 0.2213]","TOPSIN_ET_lkg_C450pf in [0.1248, +inf] AND THIN_ET_Rc_cat_ct2 in [0.2422, +inf]","Effect of TOPSIN_ET_lkg_C450pf (low->high) on Yield: when THIN_ET_Rc_cat_ct2 is low = -1.902 pt, medium = -1.904 pt, high = -3.120 pt. The effect of TOPSIN_ET_lkg_C450pf is largest when THIN_ET_Rc_cat_ct2 is high (a decrease of 3.120 pt) and smallest when THIN_ET_Rc_cat_ct2 is low (1.902 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0819."
TOPSIN_ET_C100Cap1pf,THIN_ET_TF_AB_1,D_tree_path_cooccurrence,2.1348,2.0336,4.739,0.1038,0.1846,0.0809,0.01418,0.1846,5/5,"TOPSIN_ET_C100Cap1pf in [0.6956, 0.7786] AND THIN_ET_TF_AB_1 in [-inf, 2.008]","TOPSIN_ET_C100Cap1pf in [0.8836, +inf] AND THIN_ET_TF_AB_1 in [2.008, 3.218]","Effect of TOPSIN_ET_C100Cap1pf (low->high) on Yield: when THIN_ET_TF_AB_1 is low = +0.052 pt, medium = -1.324 pt, high = -2.218 pt. The effect of TOPSIN_ET_C100Cap1pf is largest when THIN_ET_TF_AB_1 is high (a decrease of 2.218 pt) and smallest when THIN_ET_TF_AB_1 is low (0.052 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0809."
MEASURE_ET_DC_Stress_Id_stress_before,MEASURE_ET_DC_RF2_MAG_26GHz,B_existing_shap_interaction+D_tree_path_cooccurrence,2.1866,2.0909,4.377,0.0592,0.1393,0.0801,0.00577,0.0751,5/5,"MEASURE_ET_DC_Stress_Id_stress_before in [-inf, -0.3852] AND MEASURE_ET_DC_RF2_MAG_26GHz in [15.66, +inf]","MEASURE_ET_DC_Stress_Id_stress_before in [0.9351, 1.901] AND MEASURE_ET_DC_RF2_MAG_26GHz in [14.06, 14.62]","Effect of MEASURE_ET_DC_Stress_Id_stress_before (low->high) on Yield: when MEASURE_ET_DC_RF2_MAG_26GHz is low = +0.640 pt, medium = +1.016 pt, high = -0.422 pt. The effect of MEASURE_ET_DC_Stress_Id_stress_before is largest when MEASURE_ET_DC_RF2_MAG_26GHz is medium (an increase of 1.016 pt) and smallest when MEASURE_ET_DC_RF2_MAG_26GHz is high (0.422 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0801."
MEASURE_ET_DC_RF2_S21ang_26GHz,MEASURE_ET_DC_RF2_MAG_26GHz,D_tree_path_cooccurrence,2.1632,2.0682,4.392,0.0752,0.1548,0.0797,0.00014,0.0044,5/5,"MEASURE_ET_DC_RF2_S21ang_26GHz in [15.97, +inf] AND MEASURE_ET_DC_RF2_MAG_26GHz in [15.66, +inf]","MEASURE_ET_DC_RF2_S21ang_26GHz in [-inf, 14.14] AND MEASURE_ET_DC_RF2_MAG_26GHz in [14.06, 14.62]","Effect of MEASURE_ET_DC_RF2_S21ang_26GHz (low->high) on Yield: when MEASURE_ET_DC_RF2_MAG_26GHz is low = +0.570 pt, medium = +1.014 pt, high = +0.287 pt. The effect of MEASURE_ET_DC_RF2_S21ang_26GHz is largest when MEASURE_ET_DC_RF2_MAG_26GHz is medium (an increase of 1.014 pt) and smallest when MEASURE_ET_DC_RF2_MAG_26GHz is high (0.287 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0797."
THIN_ET_lkg_100_at20V,MEASURE_ET_Rc_an_ct2,A_top_score1_nonadditivity,1.9408,1.8307,5.673,0.2473,0.3269,0.0796,0.0,0.0,5/5,"THIN_ET_lkg_100_at20V in [0.04549, 0.06038] AND MEASURE_ET_Rc_an_ct2 in [-inf, 0.1845]","THIN_ET_lkg_100_at20V in [0.1194, +inf] AND MEASURE_ET_Rc_an_ct2 in [0.22, 0.2432]","Effect of THIN_ET_lkg_100_at20V (low->high) on Yield: when MEASURE_ET_Rc_an_ct2 is low = -2.716 pt, medium = -0.487 pt, high = -3.375 pt. The effect of THIN_ET_lkg_100_at20V is largest when MEASURE_ET_Rc_an_ct2 is high (a decrease of 3.375 pt) and smallest when MEASURE_ET_Rc_an_ct2 is medium (0.487 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0796."
TOPSIN_ET_DC_PIV_Drain_Lag_0,MEASURE_ET_RF_Modeling_S12ang_10GHz,B_existing_shap_interaction+C_existing_h_statistic+D_tree_path_cooccurrence,2.0392,1.9361,5.06,0.1815,0.2603,0.0788,0.0109,0.2562,5/5,"TOPSIN_ET_DC_PIV_Drain_Lag_0 in [-inf, 5.052] AND MEASURE_ET_RF_Modeling_S12ang_10GHz in [-22.83, +inf]","TOPSIN_ET_DC_PIV_Drain_Lag_0 in [8.204, +inf] AND MEASURE_ET_RF_Modeling_S12ang_10GHz in [-22.83, +inf]","Effect of TOPSIN_ET_DC_PIV_Drain_Lag_0 (low->high) on Yield: when MEASURE_ET_RF_Modeling_S12ang_10GHz is low = -1.124 pt, medium = -2.331 pt, high = -2.102 pt. The effect of TOPSIN_ET_DC_PIV_Drain_Lag_0 is largest when MEASURE_ET_RF_Modeling_S12ang_10GHz is medium (a decrease of 2.331 pt) and smallest when MEASURE_ET_RF_Modeling_S12ang_10GHz is low (1.124 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0788."
TOPSIN_ET_lkg_C450pf,CATHODE_ET_Rcat_cn_3_OW_ST,A_top_score1_nonadditivity,1.9657,1.8715,4.791,0.2263,0.3041,0.0779,0.0,0.0,5/5,"TOPSIN_ET_lkg_C450pf in [0.06232, 0.08421] AND CATHODE_ET_Rcat_cn_3_OW_ST in [0.1782, 0.2051]","TOPSIN_ET_lkg_C450pf in [0.1248, +inf] AND CATHODE_ET_Rcat_cn_3_OW_ST in [0.2376, +inf]","Effect of TOPSIN_ET_lkg_C450pf (low->high) on Yield: when CATHODE_ET_Rcat_cn_3_OW_ST is low = -2.681 pt, medium = -1.143 pt, high = -2.660 pt. The effect of TOPSIN_ET_lkg_C450pf is largest when CATHODE_ET_Rcat_cn_3_OW_ST is low (a decrease of 2.681 pt) and smallest when CATHODE_ET_Rcat_cn_3_OW_ST is medium (1.143 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0779."
TOPSIN_ET_lkg_C450pf,TOPSIN_ET_CapPARCAP_0,A_top_score1_nonadditivity,1.9459,1.8495,4.95,0.2371,0.3149,0.0778,0.0,0.0,5/5,"TOPSIN_ET_lkg_C450pf in [0.04826, 0.06232] AND TOPSIN_ET_CapPARCAP_0 in [0.1799, 0.2016]","TOPSIN_ET_lkg_C450pf in [0.1248, +inf] AND TOPSIN_ET_CapPARCAP_0 in [0.2231, 0.2398]","Effect of TOPSIN_ET_lkg_C450pf (low->high) on Yield: when TOPSIN_ET_CapPARCAP_0 is low = -2.445 pt, medium = -1.025 pt, high = -3.089 pt. The effect of TOPSIN_ET_lkg_C450pf is largest when TOPSIN_ET_CapPARCAP_0 is high (a decrease of 3.089 pt) and smallest when TOPSIN_ET_CapPARCAP_0 is medium (1.025 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0778."
TOPSIN_ET_lkg_C450pf,THIN_ET_Rc_OG142,A_top_score1_nonadditivity,1.9243,1.8201,5.417,0.2541,0.3314,0.0773,0.00044,0.0048,5/5,"TOPSIN_ET_lkg_C450pf in [-inf, 0.04826] AND THIN_ET_Rc_OG142 in [0.2048, 0.2237]","TOPSIN_ET_lkg_C450pf in [0.1248, +inf] AND THIN_ET_Rc_OG142 in [0.2421, +inf]","Effect of TOPSIN_ET_lkg_C450pf (low->high) on Yield: when THIN_ET_Rc_OG142 is low = -1.492 pt, medium = -2.164 pt, high = -2.858 pt. The effect of TOPSIN_ET_lkg_C450pf is largest when THIN_ET_Rc_OG142 is high (a decrease of 2.858 pt) and smallest when THIN_ET_Rc_OG142 is low (1.492 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0773."
THIN_ET_lkg_100_at20V,THIN_ET_Rc_TF_AB_2,A_top_score1_nonadditivity,1.9545,1.8528,5.204,0.2281,0.3043,0.0762,0.0,0.0,5/5,"THIN_ET_lkg_100_at20V in [0.04549, 0.06038] AND THIN_ET_Rc_TF_AB_2 in [-inf, 0.1821]","THIN_ET_lkg_100_at20V in [0.1194, +inf] AND THIN_ET_Rc_TF_AB_2 in [0.2388, +inf]","Effect of THIN_ET_lkg_100_at20V (low->high) on Yield: when THIN_ET_Rc_TF_AB_2 is low = -2.347 pt, medium = -1.066 pt, high = -2.810 pt. The effect of THIN_ET_lkg_100_at20V is largest when THIN_ET_Rc_TF_AB_2 is high (a decrease of 2.810 pt) and smallest when THIN_ET_Rc_TF_AB_2 is medium (1.066 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0762."
TOPSIN_ET_lkg_C450pf,FIC_ET_Rc_f_tn_23,A_top_score1_nonadditivity,1.9896,1.8967,4.671,0.2107,0.2867,0.0759,0.0,0.0,5/5,"TOPSIN_ET_lkg_C450pf in [-inf, 0.04826] AND FIC_ET_Rc_f_tn_23 in [0.226, 0.2411]","TOPSIN_ET_lkg_C450pf in [0.1248, +inf] AND FIC_ET_Rc_f_tn_23 in [0.2411, +inf]","Effect of TOPSIN_ET_lkg_C450pf (low->high) on Yield: when FIC_ET_Rc_f_tn_23 is low = -2.207 pt, medium = -2.095 pt, high = -2.574 pt. The effect of TOPSIN_ET_lkg_C450pf is largest when FIC_ET_Rc_f_tn_23 is high (a decrease of 2.574 pt) and smallest when FIC_ET_Rc_f_tn_23 is medium (2.095 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0759."
SIN_GATE_ET_lkg_SY8_80,THIN_ET_Rcat_cn_3,B_existing_shap_interaction,1.9712,1.8771,4.776,0.2204,0.2958,0.0754,0.0,0.0,5/5,"SIN_GATE_ET_lkg_SY8_80 in [0.04878, 0.06093] AND THIN_ET_Rcat_cn_3 in [-inf, 0.1836]","SIN_GATE_ET_lkg_SY8_80 in [0.1323, +inf] AND THIN_ET_Rcat_cn_3 in [0.2449, +inf]","Effect of SIN_GATE_ET_lkg_SY8_80 (low->high) on Yield: when THIN_ET_Rcat_cn_3 is low = -2.197 pt, medium = -2.137 pt, high = -2.402 pt. The effect of SIN_GATE_ET_lkg_SY8_80 is largest when THIN_ET_Rcat_cn_3 is high (a decrease of 2.402 pt) and smallest when THIN_ET_Rcat_cn_3 is medium (2.137 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0754."
TOPSIN_ET_C100Cap1pf,TOPSIN_ET_DC_SMALL_Vbgd_0p1,D_tree_path_cooccurrence,2.1369,2.0402,4.523,0.0982,0.1723,0.0741,0.00419,0.0658,5/5,"TOPSIN_ET_C100Cap1pf in [0.7786, 0.8364] AND TOPSIN_ET_DC_SMALL_Vbgd_0p1 in [30.59, +inf]","TOPSIN_ET_C100Cap1pf in [-inf, 0.6956] AND TOPSIN_ET_DC_SMALL_Vbgd_0p1 in [-inf, 24.12]","Effect of TOPSIN_ET_C100Cap1pf (low->high) on Yield: when TOPSIN_ET_DC_SMALL_Vbgd_0p1 is low = -0.643 pt, medium = -0.829 pt, high = -1.011 pt. The effect of TOPSIN_ET_C100Cap1pf is largest when TOPSIN_ET_DC_SMALL_Vbgd_0p1 is high (a decrease of 1.011 pt) and smallest when TOPSIN_ET_DC_SMALL_Vbgd_0p1 is low (0.643 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0741."
MaskSetSupplyChipsCount,MEASURE_ET_DC_RF_K_W,B_existing_shap_interaction+C_existing_h_statistic,2.1541,2.0705,3.88,0.0848,0.1576,0.0728,0.00134,0.0542,5/5,"MaskSetSupplyChipsCount in [-inf, 1362] AND MEASURE_ET_DC_RF_K_W in [12.13, +inf]","MaskSetSupplyChipsCount in [1362, 1436] AND MEASURE_ET_DC_RF_K_W in [-inf, 8.783]","Effect of MaskSetSupplyChipsCount (low->high) on Yield: when MEASURE_ET_DC_RF_K_W is low = +1.405 pt, medium = +0.505 pt, high = -0.385 pt. The effect of MaskSetSupplyChipsCount is largest when MEASURE_ET_DC_RF_K_W is low (an increase of 1.405 pt) and smallest when MEASURE_ET_DC_RF_K_W is high (0.385 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0728."
MEASURE_ET_C100CapPARCAP,TOPSIN_ET_DC_PIV_Drain_Lag_1,A_top_score1_nonadditivity,1.9221,1.8277,4.908,0.2726,0.345,0.0724,1e-05,0.0064,5/5,"MEASURE_ET_C100CapPARCAP in [0.1811, 0.2073] AND TOPSIN_ET_DC_PIV_Drain_Lag_1 in [6.137, 6.999]","MEASURE_ET_C100CapPARCAP in [0.2466, +inf] AND TOPSIN_ET_DC_PIV_Drain_Lag_1 in [8.053, +inf]","Effect of MEASURE_ET_C100CapPARCAP (low->high) on Yield: when TOPSIN_ET_DC_PIV_Drain_Lag_1 is low = -0.350 pt, medium = -0.684 pt, high = -1.653 pt. The effect of MEASURE_ET_C100CapPARCAP is largest when TOPSIN_ET_DC_PIV_Drain_Lag_1 is high (a decrease of 1.653 pt) and smallest when TOPSIN_ET_DC_PIV_Drain_Lag_1 is low (0.350 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0724."
MEASURE_ET_lkg_50_at20V,MEASURE_ET_DC_Big_S12dB_10GHz,D_tree_path_cooccurrence,2.0188,1.9286,4.472,0.1961,0.2669,0.0709,0.00401,0.0285,5/5,"MEASURE_ET_lkg_50_at20V in [-inf, 0.04449] AND MEASURE_ET_DC_Big_S12dB_10GHz in [-27.53, -25.63]","MEASURE_ET_lkg_50_at20V in [0.1274, +inf] AND MEASURE_ET_DC_Big_S12dB_10GHz in [-22.73, +inf]","Effect of MEASURE_ET_lkg_50_at20V (low->high) on Yield: when MEASURE_ET_DC_Big_S12dB_10GHz is low = -1.939 pt, medium = -1.146 pt, high = -2.512 pt. The effect of MEASURE_ET_lkg_50_at20V is largest when MEASURE_ET_DC_Big_S12dB_10GHz is high (a decrease of 2.512 pt) and smallest when MEASURE_ET_DC_Big_S12dB_10GHz is medium (1.146 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0709."
MEASURE_ET_lkg_50_at20V,MEASURE_ET_DC_SMALL_Ids_m0p2,D_tree_path_cooccurrence,2.0439,1.9565,4.274,0.1678,0.2384,0.0706,0.00282,0.0253,5/5,"MEASURE_ET_lkg_50_at20V in [-inf, 0.04449] AND MEASURE_ET_DC_SMALL_Ids_m0p2 in [-inf, 0.311]","MEASURE_ET_lkg_50_at20V in [0.1274, +inf] AND MEASURE_ET_DC_SMALL_Ids_m0p2 in [-inf, 0.311]","Effect of MEASURE_ET_lkg_50_at20V (low->high) on Yield: when MEASURE_ET_DC_SMALL_Ids_m0p2 is low = -2.139 pt, medium = -1.330 pt, high = -1.541 pt. The effect of MEASURE_ET_lkg_50_at20V is largest when MEASURE_ET_DC_SMALL_Ids_m0p2 is low (a decrease of 2.139 pt) and smallest when MEASURE_ET_DC_SMALL_Ids_m0p2 is medium (1.330 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0706."
TOPSIN_ET_C100Cap1pf,MEASURE_ET_DC_Stress_Id_stress_before,B_existing_shap_interaction+D_tree_path_cooccurrence,2.2012,2.1179,3.783,0.0467,0.1167,0.0701,0.00626,0.0529,5/5,"TOPSIN_ET_C100Cap1pf in [0.6956, 0.7786] AND MEASURE_ET_DC_Stress_Id_stress_before in [0.9351, 1.901]","TOPSIN_ET_C100Cap1pf in [0.8836, +inf] AND MEASURE_ET_DC_Stress_Id_stress_before in [0.9351, 1.901]","Effect of TOPSIN_ET_C100Cap1pf (low->high) on Yield: when MEASURE_ET_DC_Stress_Id_stress_before is low = -0.669 pt, medium = -2.349 pt, high = -0.230 pt. The effect of TOPSIN_ET_C100Cap1pf is largest when MEASURE_ET_DC_Stress_Id_stress_before is medium (a decrease of 2.349 pt) and smallest when MEASURE_ET_DC_Stress_Id_stress_before is high (0.230 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0701."
TOPSIN_ET_C100Cap1pf,MEASURE_ET_DC_RF2_MAG_26GHz,B_existing_shap_interaction,2.1264,2.0406,4.035,0.111,0.181,0.07,0.00524,0.061,5/5,"TOPSIN_ET_C100Cap1pf in [-inf, 0.6956] AND MEASURE_ET_DC_RF2_MAG_26GHz in [15.66, +inf]","TOPSIN_ET_C100Cap1pf in [0.8836, +inf] AND MEASURE_ET_DC_RF2_MAG_26GHz in [14.06, 14.62]","Effect of TOPSIN_ET_C100Cap1pf (low->high) on Yield: when MEASURE_ET_DC_RF2_MAG_26GHz is low = -1.051 pt, medium = -1.009 pt, high = -0.808 pt. The effect of TOPSIN_ET_C100Cap1pf is largest when MEASURE_ET_DC_RF2_MAG_26GHz is low (a decrease of 1.051 pt) and smallest when MEASURE_ET_DC_RF2_MAG_26GHz is high (0.808 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0700."
TOPSIN_ET_C100Cap1pf,MEASURE_ET_ABVIETCH,B_existing_shap_interaction+C_existing_h_statistic+D_tree_path_cooccurrence,2.1133,2.0244,4.21,0.1163,0.1858,0.0695,0.01319,0.1602,5/5,"TOPSIN_ET_C100Cap1pf in [0.6956, 0.7786] AND MEASURE_ET_ABVIETCH in [25.13, 26.26]","TOPSIN_ET_C100Cap1pf in [-inf, 0.6956] AND MEASURE_ET_ABVIETCH in [-inf, 22.84]","Effect of TOPSIN_ET_C100Cap1pf (low->high) on Yield: when MEASURE_ET_ABVIETCH is low = +0.608 pt, medium = -1.645 pt, high = -2.039 pt. The effect of TOPSIN_ET_C100Cap1pf is largest when MEASURE_ET_ABVIETCH is high (a decrease of 2.039 pt) and smallest when MEASURE_ET_ABVIETCH is low (0.608 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0695."
THIN_ET_sh_f_hr_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,B_existing_shap_interaction+C_existing_h_statistic,1.9787,1.8875,4.61,0.2288,0.2968,0.068,0.0,0.0,5/5,"THIN_ET_sh_f_hr_23 in [0.977, 2.437] AND TOPSIN_ET_DC_PIV_Drain_Lag_1 in [-inf, 5.168]","THIN_ET_sh_f_hr_23 in [4.562, +inf] AND TOPSIN_ET_DC_PIV_Drain_Lag_1 in [8.053, +inf]","Effect of THIN_ET_sh_f_hr_23 (low->high) on Yield: when TOPSIN_ET_DC_PIV_Drain_Lag_1 is low = -0.403 pt, medium = +0.360 pt, high = -1.427 pt. The effect of THIN_ET_sh_f_hr_23 is largest when TOPSIN_ET_DC_PIV_Drain_Lag_1 is high (a decrease of 1.427 pt) and smallest when TOPSIN_ET_DC_PIV_Drain_Lag_1 is medium (0.360 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0680."
TOPSIN_ET_lkg_C450pf,MEASURE_ET_Rcat_cn_2,C_existing_h_statistic,1.909,1.8196,4.68,0.2738,0.3416,0.0678,0.00025,0.009,5/5,"TOPSIN_ET_lkg_C450pf in [-inf, 0.04826] AND MEASURE_ET_Rcat_cn_2 in [0.2026, 0.2216]","TOPSIN_ET_lkg_C450pf in [0.1248, +inf] AND MEASURE_ET_Rcat_cn_2 in [0.2426, +inf]","Effect of TOPSIN_ET_lkg_C450pf (low->high) on Yield: when MEASURE_ET_Rcat_cn_2 is low = -2.936 pt, medium = -1.358 pt, high = -2.187 pt. The effect of TOPSIN_ET_lkg_C450pf is largest when MEASURE_ET_Rcat_cn_2 is low (a decrease of 2.936 pt) and smallest when MEASURE_ET_Rcat_cn_2 is medium (1.358 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0678."
MEASURE_ET_lkg_50_at20V,MEASURE_ET_VIA_KLV,B_existing_shap_interaction,2.0741,1.9926,3.932,0.1505,0.2179,0.0674,0.00786,0.0657,5/5,"MEASURE_ET_lkg_50_at20V in [-inf, 0.04449] AND MEASURE_ET_VIA_KLV in [5.962, 6.951]","MEASURE_ET_lkg_50_at20V in [0.1274, +inf] AND MEASURE_ET_VIA_KLV in [6.951, 7.749]","Effect of MEASURE_ET_lkg_50_at20V (low->high) on Yield: when MEASURE_ET_VIA_KLV is low = -1.275 pt, medium = -3.263 pt, high = -1.039 pt. The effect of MEASURE_ET_lkg_50_at20V is largest when MEASURE_ET_VIA_KLV is medium (a decrease of 3.263 pt) and smallest when MEASURE_ET_VIA_KLV is high (1.039 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0674."
