parameter_A,parameter_B,parameter_C,channels,n_channels
MEASURE_ET_C300FB,TOPSIN_ET_Cap_USV,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_C300M1B,MEASURE_ET_C300M1B_0,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_C300M1B,MEASURE_ET_Cap2pf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_C300M1B,MEASURE_ET_Cap2pf_0,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_C300M1B,MEASURE_ET_Cap_C300,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_C300M1B,MEASURE_ET_Cap_C300M1B,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_C300M1B,MEASURE_ET_RF_Modeling_Mag_d,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_C300M1B,MEASURE_ET_RF_Modeling_S22ang_10GHz,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_C300M1B,MEASURE_ET_USV_Cappf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_C300M1B,MEASURE_ET_Vbkdn_C300pf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_C300M1B,MEASURE_ET_Vbkdn_Cap100_Long,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_C300M1B,SIN_CAPACITOR_ThicknessGN1_SiN_Thickness,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_C300M1B,THIN_ET_C200,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_C300M1B,THIN_ET_Cap_C300,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_C300M1B,THIN_ET_DC_RF_Vbin_gs,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_C300M1B,TOPSIN_ET_C100C500pf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_C300M1B,TOPSIN_ET_C100Cap3pf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_C300M1B,TOPSIN_ET_C100CapUSV,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_C300M1B,TOPSIN_ET_Cap1pf_0,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_C300M1B,TOPSIN_ET_Cap3pf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_C300M1B,TOPSIN_ET_CapFICM1,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_C300M1B,TOPSIN_ET_Cap_USV,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_C300M1B_0,MEASURE_ET_Cap2pf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_C300M1B_0,MEASURE_ET_Cap2pf_0,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_C300M1B_0,MEASURE_ET_Cap_C300,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_C300M1B_0,MEASURE_ET_Cap_C300M1B,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_C300M1B_0,MEASURE_ET_RF_Modeling_Mag_d,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_C300M1B_0,MEASURE_ET_RF_Modeling_S22ang_10GHz,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_C300M1B_0,MEASURE_ET_USV_Cappf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_C300M1B_0,MEASURE_ET_Vbkdn_C300pf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_C300M1B_0,MEASURE_ET_Vbkdn_Cap100_Long,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_C300M1B_0,SIN_CAPACITOR_ThicknessGN1_SiN_Thickness,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_C300M1B_0,THIN_ET_C200,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_C300M1B_0,THIN_ET_DC_RF_Vbin_gs,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_C300M1B_0,TOPSIN_ET_C100C500pf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_C300M1B_0,TOPSIN_ET_C100Cap3pf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_C300M1B_0,TOPSIN_ET_C100CapUSV,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_C300M1B_0,TOPSIN_ET_Cap3pf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_C300M1B_0,TOPSIN_ET_Cap_USV,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap2pf,MEASURE_ET_Cap2pf_0,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap2pf,MEASURE_ET_Cap_C300,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap2pf,MEASURE_ET_Cap_C300M1B,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap2pf,MEASURE_ET_RF_Modeling_Mag_d,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap2pf,MEASURE_ET_RF_Modeling_S22ang_10GHz,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap2pf,MEASURE_ET_USV_Cappf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap2pf,MEASURE_ET_Vbkdn_C300pf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap2pf,MEASURE_ET_Vbkdn_Cap100_Long,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap2pf,SIN_CAPACITOR_ThicknessGN1_SiN_Thickness,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap2pf,THIN_ET_C200,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap2pf,THIN_ET_DC_RF_Vbin_gs,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap2pf,TOPSIN_ET_C100C500pf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap2pf,TOPSIN_ET_C100Cap3pf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap2pf,TOPSIN_ET_C100CapUSV,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap2pf,TOPSIN_ET_Cap3pf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap2pf,TOPSIN_ET_Cap_USV,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,MEASURE_ET_Cap_C300,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,MEASURE_ET_Cap_C300M1B,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,MEASURE_ET_RF_Modeling_Mag_d,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,MEASURE_ET_RF_Modeling_S22ang_10GHz,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,MEASURE_ET_USV_Cappf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,MEASURE_ET_Vbkdn_C300pf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,MEASURE_ET_Vbkdn_Cap100_Long,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,SIN_CAPACITOR_ThicknessGN1_SiN_Thickness,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,THIN_ET_C200,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,THIN_ET_Cap_C300,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,THIN_ET_DC_RF_Vbin_gs,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,TOPSIN_ET_C100C500pf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,TOPSIN_ET_C100Cap3pf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,TOPSIN_ET_C100CapUSV,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,TOPSIN_ET_Cap1pf_0,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,TOPSIN_ET_Cap3pf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,TOPSIN_ET_CapFICM1,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,TOPSIN_ET_Cap_USV,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap_C300,MEASURE_ET_Cap_C300M1B,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap_C300,MEASURE_ET_RF_Modeling_Mag_d,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap_C300,MEASURE_ET_RF_Modeling_S22ang_10GHz,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap_C300,MEASURE_ET_USV_Cappf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap_C300,MEASURE_ET_Vbkdn_C300pf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap_C300,MEASURE_ET_Vbkdn_Cap100_Long,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap_C300,SIN_CAPACITOR_ThicknessGN1_SiN_Thickness,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap_C300,THIN_ET_C200,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap_C300,THIN_ET_Cap_C300,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap_C300,THIN_ET_DC_RF_Vbin_gs,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap_C300,TOPSIN_ET_C100C500pf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap_C300,TOPSIN_ET_C100Cap3pf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap_C300,TOPSIN_ET_C100CapUSV,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap_C300,TOPSIN_ET_Cap1pf_0,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap_C300,TOPSIN_ET_Cap3pf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap_C300,TOPSIN_ET_CapFICM1,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap_C300,TOPSIN_ET_Cap_USV,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap_C300M1B,MEASURE_ET_RF_Modeling_Mag_d,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap_C300M1B,MEASURE_ET_RF_Modeling_S22ang_10GHz,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap_C300M1B,MEASURE_ET_USV_Cappf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap_C300M1B,MEASURE_ET_Vbkdn_C300pf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap_C300M1B,MEASURE_ET_Vbkdn_Cap100_Long,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap_C300M1B,SIN_CAPACITOR_ThicknessGN1_SiN_Thickness,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap_C300M1B,THIN_ET_C200,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap_C300M1B,THIN_ET_Cap_C300,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap_C300M1B,THIN_ET_DC_RF_Vbin_gs,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap_C300M1B,TOPSIN_ET_C100C500pf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap_C300M1B,TOPSIN_ET_C100Cap3pf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap_C300M1B,TOPSIN_ET_C100CapUSV,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap_C300M1B,TOPSIN_ET_Cap1pf_0,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap_C300M1B,TOPSIN_ET_Cap3pf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap_C300M1B,TOPSIN_ET_CapFICM1,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap_C300M1B,TOPSIN_ET_Cap_USV,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_Mag_d,MEASURE_ET_RF_Modeling_S22ang_10GHz,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_Mag_d,MEASURE_ET_USV_Cappf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_Mag_d,MEASURE_ET_Vbkdn_C300pf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_Mag_d,MEASURE_ET_Vbkdn_Cap100_Long,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_Mag_d,SIN_CAPACITOR_ThicknessGN1_SiN_Thickness,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_Mag_d,THIN_ET_C200,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_Mag_d,THIN_ET_DC_RF_Vbin_gs,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_Mag_d,TOPSIN_ET_C100C500pf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_Mag_d,TOPSIN_ET_C100Cap3pf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_Mag_d,TOPSIN_ET_C100CapUSV,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_Mag_d,TOPSIN_ET_Cap3pf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_Mag_d,TOPSIN_ET_Cap_USV,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_S22ang_10GHz,MEASURE_ET_USV_Cappf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_S22ang_10GHz,MEASURE_ET_Vbkdn_C300pf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_S22ang_10GHz,MEASURE_ET_Vbkdn_Cap100_Long,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_S22ang_10GHz,SIN_CAPACITOR_ThicknessGN1_SiN_Thickness,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_S22ang_10GHz,THIN_ET_C200,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_S22ang_10GHz,THIN_ET_Cap_C300,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_S22ang_10GHz,THIN_ET_DC_RF_Vbin_gs,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_S22ang_10GHz,TOPSIN_ET_C100C500pf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_S22ang_10GHz,TOPSIN_ET_C100Cap3pf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_S22ang_10GHz,TOPSIN_ET_C100CapUSV,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_S22ang_10GHz,TOPSIN_ET_Cap1pf_0,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_S22ang_10GHz,TOPSIN_ET_Cap3pf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_S22ang_10GHz,TOPSIN_ET_CapFICM1,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_S22ang_10GHz,TOPSIN_ET_Cap_USV,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,MEASURE_ET_Vbkdn_C300pf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,MEASURE_ET_Vbkdn_Cap100_Long,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,SIN_CAPACITOR_ThicknessGN1_SiN_Thickness,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,THIN_ET_C200,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,THIN_ET_DC_RF_Vbin_gs,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,TOPSIN_ET_C100C500pf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,TOPSIN_ET_C100Cap3pf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,TOPSIN_ET_C100CapUSV,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,TOPSIN_ET_Cap3pf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,TOPSIN_ET_Cap_USV,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Vbkdn_C300pf,MEASURE_ET_Vbkdn_Cap100_Long,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Vbkdn_C300pf,SIN_CAPACITOR_ThicknessGN1_SiN_Thickness,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Vbkdn_C300pf,THIN_ET_C200,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Vbkdn_C300pf,THIN_ET_Cap_C300,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Vbkdn_C300pf,THIN_ET_DC_RF_Vbin_gs,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Vbkdn_C300pf,TOPSIN_ET_C100C500pf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Vbkdn_C300pf,TOPSIN_ET_C100Cap3pf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Vbkdn_C300pf,TOPSIN_ET_C100CapUSV,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Vbkdn_C300pf,TOPSIN_ET_Cap1pf_0,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Vbkdn_C300pf,TOPSIN_ET_Cap3pf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Vbkdn_C300pf,TOPSIN_ET_CapFICM1,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Vbkdn_C300pf,TOPSIN_ET_Cap_USV,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Vbkdn_Cap100_Long,SIN_CAPACITOR_ThicknessGN1_SiN_Thickness,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Vbkdn_Cap100_Long,THIN_ET_C200,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Vbkdn_Cap100_Long,THIN_ET_Cap_C300,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Vbkdn_Cap100_Long,THIN_ET_DC_RF_Vbin_gs,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Vbkdn_Cap100_Long,TOPSIN_ET_C100C500pf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Vbkdn_Cap100_Long,TOPSIN_ET_C100Cap3pf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Vbkdn_Cap100_Long,TOPSIN_ET_C100CapUSV,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Vbkdn_Cap100_Long,TOPSIN_ET_Cap1pf_0,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Vbkdn_Cap100_Long,TOPSIN_ET_Cap3pf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Vbkdn_Cap100_Long,TOPSIN_ET_CapFICM1,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Vbkdn_Cap100_Long,TOPSIN_ET_Cap_USV,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
SIN_CAPACITOR_ThicknessGN1_SiN_Thickness,THIN_ET_C200,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
SIN_CAPACITOR_ThicknessGN1_SiN_Thickness,THIN_ET_DC_RF_Vbin_gs,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
SIN_CAPACITOR_ThicknessGN1_SiN_Thickness,TOPSIN_ET_C100C500pf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
SIN_CAPACITOR_ThicknessGN1_SiN_Thickness,TOPSIN_ET_C100Cap3pf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
SIN_CAPACITOR_ThicknessGN1_SiN_Thickness,TOPSIN_ET_C100CapUSV,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
SIN_CAPACITOR_ThicknessGN1_SiN_Thickness,TOPSIN_ET_Cap3pf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
SIN_CAPACITOR_ThicknessGN1_SiN_Thickness,TOPSIN_ET_Cap_USV,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
THIN_ET_C200,THIN_ET_Cap_C300,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
THIN_ET_C200,THIN_ET_DC_RF_Vbin_gs,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
THIN_ET_C200,TOPSIN_ET_C100C500pf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
THIN_ET_C200,TOPSIN_ET_C100Cap3pf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
THIN_ET_C200,TOPSIN_ET_C100CapUSV,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
THIN_ET_C200,TOPSIN_ET_Cap1pf_0,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
THIN_ET_C200,TOPSIN_ET_Cap3pf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
THIN_ET_C200,TOPSIN_ET_CapFICM1,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
THIN_ET_C200,TOPSIN_ET_Cap_USV,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
THIN_ET_Cap_C300,THIN_ET_DC_RF_Vbin_gs,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
THIN_ET_Cap_C300,TOPSIN_ET_C100C500pf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
THIN_ET_Cap_C300,TOPSIN_ET_C100Cap3pf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
THIN_ET_Cap_C300,TOPSIN_ET_Cap1pf_0,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
THIN_ET_Cap_C300,TOPSIN_ET_Cap_USV,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
THIN_ET_DC_RF_Vbin_gs,TOPSIN_ET_C100C500pf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
THIN_ET_DC_RF_Vbin_gs,TOPSIN_ET_C100Cap3pf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
THIN_ET_DC_RF_Vbin_gs,TOPSIN_ET_C100CapUSV,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
