parameter_A,parameter_B,channels,n_channels
TOPSIN_ET_lkg_5,TOPSIN_ET_DC_SMALL_Vbgd1,A_high_x_high,1
TOPSIN_ET_DC_SMALL_Vbgd1,TOPSIN_ET_lkg_C300pf,A_high_x_high,1
TOPSIN_ET_DC_SMALL_Vbgd1,TOPSIN_ET_lkg_C450pf,A_high_x_high,1
TOPSIN_ET_DC_SMALL_Vbgd1,TOPSIN_ET_lkg_Cap2,A_high_x_high,1
TOPSIN_ET_DC_SMALL_Vbgd1,TOPSIN_ET_lkg_Cap3,A_high_x_high,1
TOPSIN_ET_DC_SMALL_Vbgd1,TOPSIN_ET_lkg_CapFICM1,A_high_x_high,1
TOPSIN_ET_DC_SMALL_Vbgd1,TOPSIN_ET_lkg_CapPARCAP,A_high_x_high,1
TOPSIN_ET_DC_SMALL_Vbgd1,TOPSIN_ET_lkg_Cap_USV,A_high_x_high,1
TOPSIN_ET_DC_SMALL_Vbgd1,TOPSIN_ET_lkg_SY07_10,A_high_x_high,1
TOPSIN_ET_lkg_SY8_80,TOPSIN_ET_DC_SMALL_Vbgd1,A_high_x_high,1
TOPSIN_ET_DC_SMALL_Vbgd1,TOPSIN_ET_sh_GA144,A_high_x_high,1
TOPSIN_ET_DC_SMALL_Vbgd1,TOPSIN_ET_sh_f_tn_23,A_high_x_high,1
TOPSIN_ET_DC_SMALL_Vbgd_0p1,TOPSIN_ET_DC_SMALL_Vbgs1,A_high_x_high,1
TOPSIN_ET_DC_SMALL_Vbgd_0p1,TOPSIN_ET_DC_SMALL_Vdg_max,A_high_x_high,1
TOPSIN_ET_DC_SMALL_Vbgd_0p1,TOPSIN_ET_DC_SMALL_Vg_gm_max,A_high_x_high,1
TOPSIN_ET_Gate_res,TOPSIN_ET_DC_SMALL_Vbgd_0p1,A_high_x_high,1
TOPSIN_ET_Gm_m2,TOPSIN_ET_DC_SMALL_Vbgd_0p1,A_high_x_high,1
TOPSIN_ET_Gm_max,TOPSIN_ET_DC_SMALL_Vbgd_0p1,A_high_x_high,1
TOPSIN_ET_I_5,TOPSIN_ET_DC_SMALL_Vbgd_0p1,A_high_x_high,1
TOPSIN_ET_KLV_F_AB_4u,TOPSIN_ET_DC_SMALL_Vbgd_0p1,A_high_x_high,1
TOPSIN_ET_Load_Pull_Id_ini,TOPSIN_ET_DC_SMALL_Vbgd_0p1,A_high_x_high,1
TOPSIN_ET_DC_SMALL_Vbgd_0p1,TOPSIN_ET_Load_Pull_P.A.E_Last,A_high_x_high,1
TOPSIN_ET_DC_SMALL_Vbgd_0p1,TOPSIN_ET_OHMC,A_high_x_high,1
TOPSIN_ET_DC_SMALL_Vbgd_0p1,TOPSIN_ET_R114,A_high_x_high,1
TOPSIN_ET_R414,TOPSIN_ET_DC_SMALL_Vbgd_0p1,A_high_x_high,1
TOPSIN_ET_DC_SMALL_Vbgd_0p1,TOPSIN_ET_R514,A_high_x_high,1
TOPSIN_ET_R_f_hr_2,TOPSIN_ET_DC_SMALL_Vbgd_0p1,A_high_x_high,1
TOPSIN_ET_R_f_hr_3,TOPSIN_ET_DC_SMALL_Vbgd_0p1,A_high_x_high,1
TOPSIN_ET_DC_SMALL_Vbgd_0p1,TOPSIN_ET_R_f_tn_1,A_high_x_high,1
TOPSIN_ET_DC_SMALL_Vbgd_0p1,TOPSIN_ET_Rc_OG144,A_high_x_high,1
TOPSIN_ET_DC_SMALL_Vbgd_0p1,TOPSIN_ET_Rc_f_tn_23,A_high_x_high,1
TOPSIN_ET_DC_SMALL_Vbgd_0p1,TOPSIN_ET_TR_1F,A_high_x_high,1
TOPSIN_ET_Vdg_max,TOPSIN_ET_DC_SMALL_Vbgd_0p1,A_high_x_high,1
TOPSIN_ET_Vds_max,TOPSIN_ET_DC_SMALL_Vbgd_0p1,A_high_x_high,1
TOPSIN_ET_Vg_gm_max,TOPSIN_ET_DC_SMALL_Vbgd_0p1,A_high_x_high,1
TOPSIN_ET_lkg_5,TOPSIN_ET_DC_SMALL_Vbgd_0p1,A_high_x_high,1
TOPSIN_ET_DC_SMALL_Vbgd_0p1,TOPSIN_ET_lkg_C300pf,A_high_x_high,1
TOPSIN_ET_DC_SMALL_Vbgd_0p1,TOPSIN_ET_lkg_C450pf,A_high_x_high,1
TOPSIN_ET_DC_SMALL_Vbgd_0p1,TOPSIN_ET_lkg_Cap2,A_high_x_high,1
TOPSIN_ET_DC_SMALL_Vbgd_0p1,TOPSIN_ET_lkg_Cap3,A_high_x_high,1
TOPSIN_ET_lkg_CapFICM1,TOPSIN_ET_DC_SMALL_Vbgd_0p1,A_high_x_high,1
TOPSIN_ET_lkg_CapPARCAP,TOPSIN_ET_DC_SMALL_Vbgd_0p1,A_high_x_high,1
TOPSIN_ET_lkg_Cap_USV,TOPSIN_ET_DC_SMALL_Vbgd_0p1,A_high_x_high,1
TOPSIN_ET_DC_SMALL_Vbgd_0p1,TOPSIN_ET_lkg_SY07_10,A_high_x_high,1
TOPSIN_ET_lkg_SY8_80,TOPSIN_ET_DC_SMALL_Vbgd_0p1,A_high_x_high,1
TOPSIN_ET_DC_SMALL_Vbgd_0p1,TOPSIN_ET_sh_GA144,A_high_x_high,1
TOPSIN_ET_sh_f_tn_23,TOPSIN_ET_DC_SMALL_Vbgd_0p1,A_high_x_high,1
TOPSIN_ET_DC_SMALL_Vbgs1,TOPSIN_ET_DC_SMALL_Vdg_max,A_high_x_high,1
TOPSIN_ET_DC_SMALL_Vbgs1,TOPSIN_ET_DC_SMALL_Vg_gm_max,A_high_x_high,1
TOPSIN_ET_Gate_res,TOPSIN_ET_DC_SMALL_Vbgs1,A_high_x_high,1
TOPSIN_ET_Gm_m2,TOPSIN_ET_DC_SMALL_Vbgs1,A_high_x_high,1
TOPSIN_ET_Gm_max,TOPSIN_ET_DC_SMALL_Vbgs1,A_high_x_high,1
TOPSIN_ET_I_5,TOPSIN_ET_DC_SMALL_Vbgs1,A_high_x_high,1
TOPSIN_ET_KLV_F_AB_4u,TOPSIN_ET_DC_SMALL_Vbgs1,A_high_x_high,1
TOPSIN_ET_Load_Pull_Id_ini,TOPSIN_ET_DC_SMALL_Vbgs1,A_high_x_high,1
TOPSIN_ET_DC_SMALL_Vbgs1,TOPSIN_ET_Load_Pull_P.A.E_Last,A_high_x_high,1
TOPSIN_ET_OHMC,TOPSIN_ET_DC_SMALL_Vbgs1,A_high_x_high,1
TOPSIN_ET_R114,TOPSIN_ET_DC_SMALL_Vbgs1,A_high_x_high,1
TOPSIN_ET_R414,TOPSIN_ET_DC_SMALL_Vbgs1,A_high_x_high,1
TOPSIN_ET_R514,TOPSIN_ET_DC_SMALL_Vbgs1,A_high_x_high,1
TOPSIN_ET_R_f_hr_2,TOPSIN_ET_DC_SMALL_Vbgs1,A_high_x_high,1
TOPSIN_ET_R_f_hr_3,TOPSIN_ET_DC_SMALL_Vbgs1,A_high_x_high,1
TOPSIN_ET_R_f_tn_1,TOPSIN_ET_DC_SMALL_Vbgs1,A_high_x_high,1
TOPSIN_ET_Rc_OG144,TOPSIN_ET_DC_SMALL_Vbgs1,A_high_x_high,1
TOPSIN_ET_Rc_f_tn_23,TOPSIN_ET_DC_SMALL_Vbgs1,A_high_x_high,1
TOPSIN_ET_DC_SMALL_Vbgs1,TOPSIN_ET_TR_1F,A_high_x_high,1
TOPSIN_ET_Vdg_max,TOPSIN_ET_DC_SMALL_Vbgs1,A_high_x_high,1
TOPSIN_ET_Vds_max,TOPSIN_ET_DC_SMALL_Vbgs1,A_high_x_high,1
TOPSIN_ET_Vg_gm_max,TOPSIN_ET_DC_SMALL_Vbgs1,A_high_x_high,1
TOPSIN_ET_lkg_5,TOPSIN_ET_DC_SMALL_Vbgs1,A_high_x_high,1
TOPSIN_ET_lkg_C300pf,TOPSIN_ET_DC_SMALL_Vbgs1,A_high_x_high,1
TOPSIN_ET_DC_SMALL_Vbgs1,TOPSIN_ET_lkg_C450pf,A_high_x_high,1
TOPSIN_ET_DC_SMALL_Vbgs1,TOPSIN_ET_lkg_Cap2,A_high_x_high,1
TOPSIN_ET_DC_SMALL_Vbgs1,TOPSIN_ET_lkg_Cap3,A_high_x_high,1
TOPSIN_ET_lkg_CapFICM1,TOPSIN_ET_DC_SMALL_Vbgs1,A_high_x_high,1
TOPSIN_ET_lkg_CapPARCAP,TOPSIN_ET_DC_SMALL_Vbgs1,A_high_x_high,1
TOPSIN_ET_lkg_Cap_USV,TOPSIN_ET_DC_SMALL_Vbgs1,A_high_x_high,1
TOPSIN_ET_DC_SMALL_Vbgs1,TOPSIN_ET_lkg_SY07_10,A_high_x_high,1
TOPSIN_ET_lkg_SY8_80,TOPSIN_ET_DC_SMALL_Vbgs1,A_high_x_high,1
TOPSIN_ET_sh_GA144,TOPSIN_ET_DC_SMALL_Vbgs1,A_high_x_high,1
TOPSIN_ET_sh_f_tn_23,TOPSIN_ET_DC_SMALL_Vbgs1,A_high_x_high,1
TOPSIN_ET_DC_SMALL_Vg_gm_max,TOPSIN_ET_DC_SMALL_Vdg_max,A_high_x_high,1
TOPSIN_ET_Gate_res,TOPSIN_ET_DC_SMALL_Vdg_max,A_high_x_high,1
TOPSIN_ET_Gm_m2,TOPSIN_ET_DC_SMALL_Vdg_max,A_high_x_high,1
TOPSIN_ET_Gm_max,TOPSIN_ET_DC_SMALL_Vdg_max,A_high_x_high,1
TOPSIN_ET_I_5,TOPSIN_ET_DC_SMALL_Vdg_max,A_high_x_high,1
TOPSIN_ET_KLV_F_AB_4u,TOPSIN_ET_DC_SMALL_Vdg_max,A_high_x_high,1
TOPSIN_ET_Load_Pull_Id_ini,TOPSIN_ET_DC_SMALL_Vdg_max,A_high_x_high,1
TOPSIN_ET_Load_Pull_P.A.E_Last,TOPSIN_ET_DC_SMALL_Vdg_max,A_high_x_high,1
TOPSIN_ET_OHMC,TOPSIN_ET_DC_SMALL_Vdg_max,A_high_x_high,1
TOPSIN_ET_R114,TOPSIN_ET_DC_SMALL_Vdg_max,A_high_x_high,1
TOPSIN_ET_R414,TOPSIN_ET_DC_SMALL_Vdg_max,A_high_x_high,1
TOPSIN_ET_R514,TOPSIN_ET_DC_SMALL_Vdg_max,A_high_x_high,1
TOPSIN_ET_R_f_hr_2,TOPSIN_ET_DC_SMALL_Vdg_max,A_high_x_high,1
TOPSIN_ET_R_f_hr_3,TOPSIN_ET_DC_SMALL_Vdg_max,A_high_x_high,1
TOPSIN_ET_R_f_tn_1,TOPSIN_ET_DC_SMALL_Vdg_max,A_high_x_high,1
TOPSIN_ET_Rc_OG144,TOPSIN_ET_DC_SMALL_Vdg_max,A_high_x_high,1
TOPSIN_ET_Rc_f_tn_23,TOPSIN_ET_DC_SMALL_Vdg_max,A_high_x_high,1
TOPSIN_ET_TR_1F,TOPSIN_ET_DC_SMALL_Vdg_max,A_high_x_high,1
TOPSIN_ET_Vdg_max,TOPSIN_ET_DC_SMALL_Vdg_max,A_high_x_high,1
TOPSIN_ET_Vds_max,TOPSIN_ET_DC_SMALL_Vdg_max,A_high_x_high,1
TOPSIN_ET_Vg_gm_max,TOPSIN_ET_DC_SMALL_Vdg_max,A_high_x_high,1
TOPSIN_ET_lkg_5,TOPSIN_ET_DC_SMALL_Vdg_max,A_high_x_high,1
TOPSIN_ET_lkg_C300pf,TOPSIN_ET_DC_SMALL_Vdg_max,A_high_x_high,1
TOPSIN_ET_lkg_C450pf,TOPSIN_ET_DC_SMALL_Vdg_max,A_high_x_high,1
TOPSIN_ET_DC_SMALL_Vdg_max,TOPSIN_ET_lkg_Cap2,A_high_x_high,1
TOPSIN_ET_DC_SMALL_Vdg_max,TOPSIN_ET_lkg_Cap3,A_high_x_high,1
TOPSIN_ET_lkg_CapFICM1,TOPSIN_ET_DC_SMALL_Vdg_max,A_high_x_high,1
TOPSIN_ET_lkg_CapPARCAP,TOPSIN_ET_DC_SMALL_Vdg_max,A_high_x_high,1
TOPSIN_ET_lkg_Cap_USV,TOPSIN_ET_DC_SMALL_Vdg_max,A_high_x_high,1
TOPSIN_ET_DC_SMALL_Vdg_max,TOPSIN_ET_lkg_SY07_10,A_high_x_high,1
TOPSIN_ET_lkg_SY8_80,TOPSIN_ET_DC_SMALL_Vdg_max,A_high_x_high,1
TOPSIN_ET_sh_GA144,TOPSIN_ET_DC_SMALL_Vdg_max,A_high_x_high,1
TOPSIN_ET_sh_f_tn_23,TOPSIN_ET_DC_SMALL_Vdg_max,A_high_x_high,1
TOPSIN_ET_Gate_res,TOPSIN_ET_DC_SMALL_Vg_gm_max,A_high_x_high,1
TOPSIN_ET_Gm_m2,TOPSIN_ET_DC_SMALL_Vg_gm_max,A_high_x_high,1
TOPSIN_ET_Gm_max,TOPSIN_ET_DC_SMALL_Vg_gm_max,A_high_x_high,1
TOPSIN_ET_I_5,TOPSIN_ET_DC_SMALL_Vg_gm_max,A_high_x_high,1
TOPSIN_ET_KLV_F_AB_4u,TOPSIN_ET_DC_SMALL_Vg_gm_max,A_high_x_high,1
TOPSIN_ET_Load_Pull_Id_ini,TOPSIN_ET_DC_SMALL_Vg_gm_max,A_high_x_high,1
TOPSIN_ET_Load_Pull_P.A.E_Last,TOPSIN_ET_DC_SMALL_Vg_gm_max,A_high_x_high,1
TOPSIN_ET_OHMC,TOPSIN_ET_DC_SMALL_Vg_gm_max,A_high_x_high,1
TOPSIN_ET_R114,TOPSIN_ET_DC_SMALL_Vg_gm_max,A_high_x_high,1
TOPSIN_ET_R414,TOPSIN_ET_DC_SMALL_Vg_gm_max,A_high_x_high,1
TOPSIN_ET_R514,TOPSIN_ET_DC_SMALL_Vg_gm_max,A_high_x_high,1
TOPSIN_ET_R_f_hr_2,TOPSIN_ET_DC_SMALL_Vg_gm_max,A_high_x_high,1
TOPSIN_ET_R_f_hr_3,TOPSIN_ET_DC_SMALL_Vg_gm_max,A_high_x_high,1
TOPSIN_ET_R_f_tn_1,TOPSIN_ET_DC_SMALL_Vg_gm_max,A_high_x_high,1
TOPSIN_ET_Rc_OG144,TOPSIN_ET_DC_SMALL_Vg_gm_max,A_high_x_high,1
TOPSIN_ET_Rc_f_tn_23,TOPSIN_ET_DC_SMALL_Vg_gm_max,A_high_x_high,1
TOPSIN_ET_TR_1F,TOPSIN_ET_DC_SMALL_Vg_gm_max,A_high_x_high,1
TOPSIN_ET_Vdg_max,TOPSIN_ET_DC_SMALL_Vg_gm_max,A_high_x_high,1
TOPSIN_ET_Vds_max,TOPSIN_ET_DC_SMALL_Vg_gm_max,A_high_x_high,1
TOPSIN_ET_Vg_gm_max,TOPSIN_ET_DC_SMALL_Vg_gm_max,A_high_x_high,1
TOPSIN_ET_lkg_5,TOPSIN_ET_DC_SMALL_Vg_gm_max,A_high_x_high,1
TOPSIN_ET_lkg_C300pf,TOPSIN_ET_DC_SMALL_Vg_gm_max,A_high_x_high,1
TOPSIN_ET_lkg_C450pf,TOPSIN_ET_DC_SMALL_Vg_gm_max,A_high_x_high,1
TOPSIN_ET_DC_SMALL_Vg_gm_max,TOPSIN_ET_lkg_Cap2,A_high_x_high,1
TOPSIN_ET_DC_SMALL_Vg_gm_max,TOPSIN_ET_lkg_Cap3,A_high_x_high,1
TOPSIN_ET_lkg_CapFICM1,TOPSIN_ET_DC_SMALL_Vg_gm_max,A_high_x_high,1
TOPSIN_ET_lkg_CapPARCAP,TOPSIN_ET_DC_SMALL_Vg_gm_max,A_high_x_high,1
TOPSIN_ET_lkg_Cap_USV,TOPSIN_ET_DC_SMALL_Vg_gm_max,A_high_x_high,1
TOPSIN_ET_DC_SMALL_Vg_gm_max,TOPSIN_ET_lkg_SY07_10,A_high_x_high,1
TOPSIN_ET_lkg_SY8_80,TOPSIN_ET_DC_SMALL_Vg_gm_max,A_high_x_high,1
TOPSIN_ET_sh_GA144,TOPSIN_ET_DC_SMALL_Vg_gm_max,A_high_x_high,1
TOPSIN_ET_sh_f_tn_23,TOPSIN_ET_DC_SMALL_Vg_gm_max,A_high_x_high,1
TOPSIN_ET_Gate_res,TOPSIN_ET_Gm_m2,A_high_x_high,1
TOPSIN_ET_Gate_res,TOPSIN_ET_Gm_max,A_high_x_high,1
TOPSIN_ET_Gate_res,TOPSIN_ET_I_5,A_high_x_high,1
TOPSIN_ET_Gate_res,TOPSIN_ET_KLV_F_AB_4u,A_high_x_high,1
TOPSIN_ET_Gate_res,TOPSIN_ET_Load_Pull_Id_ini,A_high_x_high,1
TOPSIN_ET_Gate_res,TOPSIN_ET_Load_Pull_P.A.E_Last,A_high_x_high,1
TOPSIN_ET_Gate_res,TOPSIN_ET_OHMC,A_high_x_high,1
TOPSIN_ET_Gate_res,TOPSIN_ET_R114,A_high_x_high,1
TOPSIN_ET_Gate_res,TOPSIN_ET_R414,A_high_x_high,1
TOPSIN_ET_Gate_res,TOPSIN_ET_R514,A_high_x_high,1
TOPSIN_ET_Gate_res,TOPSIN_ET_R_f_hr_2,A_high_x_high,1
TOPSIN_ET_Gate_res,TOPSIN_ET_R_f_hr_3,A_high_x_high,1
TOPSIN_ET_Gate_res,TOPSIN_ET_R_f_tn_1,A_high_x_high,1
TOPSIN_ET_Gate_res,TOPSIN_ET_Rc_OG144,A_high_x_high,1
TOPSIN_ET_Gate_res,TOPSIN_ET_Rc_f_tn_23,A_high_x_high,1
TOPSIN_ET_Gate_res,TOPSIN_ET_TR_1F,A_high_x_high,1
TOPSIN_ET_Gate_res,TOPSIN_ET_Vdg_max,A_high_x_high,1
TOPSIN_ET_Gate_res,TOPSIN_ET_Vds_max,A_high_x_high,1
TOPSIN_ET_Gate_res,TOPSIN_ET_Vg_gm_max,A_high_x_high,1
TOPSIN_ET_Gate_res,TOPSIN_ET_lkg_5,A_high_x_high,1
TOPSIN_ET_Gate_res,TOPSIN_ET_lkg_C300pf,A_high_x_high,1
TOPSIN_ET_Gate_res,TOPSIN_ET_lkg_C450pf,A_high_x_high,1
TOPSIN_ET_Gate_res,TOPSIN_ET_lkg_Cap2,A_high_x_high,1
TOPSIN_ET_Gate_res,TOPSIN_ET_lkg_Cap3,A_high_x_high,1
TOPSIN_ET_Gate_res,TOPSIN_ET_lkg_CapFICM1,A_high_x_high,1
TOPSIN_ET_Gate_res,TOPSIN_ET_lkg_CapPARCAP,A_high_x_high,1
TOPSIN_ET_Gate_res,TOPSIN_ET_lkg_Cap_USV,A_high_x_high,1
TOPSIN_ET_Gate_res,TOPSIN_ET_lkg_SY07_10,A_high_x_high,1
TOPSIN_ET_Gate_res,TOPSIN_ET_lkg_SY8_80,A_high_x_high,1
TOPSIN_ET_Gate_res,TOPSIN_ET_sh_GA144,A_high_x_high,1
TOPSIN_ET_Gate_res,TOPSIN_ET_sh_f_tn_23,A_high_x_high,1
TOPSIN_ET_Gm_m2,TOPSIN_ET_Gm_max,A_high_x_high,1
TOPSIN_ET_Gm_m2,TOPSIN_ET_I_5,A_high_x_high,1
TOPSIN_ET_Gm_m2,TOPSIN_ET_KLV_F_AB_4u,A_high_x_high,1
TOPSIN_ET_Gm_m2,TOPSIN_ET_Load_Pull_Id_ini,A_high_x_high,1
TOPSIN_ET_Gm_m2,TOPSIN_ET_Load_Pull_P.A.E_Last,A_high_x_high,1
TOPSIN_ET_Gm_m2,TOPSIN_ET_OHMC,A_high_x_high,1
TOPSIN_ET_Gm_m2,TOPSIN_ET_R114,A_high_x_high,1
TOPSIN_ET_Gm_m2,TOPSIN_ET_R414,A_high_x_high,1
TOPSIN_ET_Gm_m2,TOPSIN_ET_R514,A_high_x_high,1
TOPSIN_ET_Gm_m2,TOPSIN_ET_R_f_hr_2,A_high_x_high,1
TOPSIN_ET_R_f_hr_3,TOPSIN_ET_Gm_m2,A_high_x_high,1
TOPSIN_ET_Gm_m2,TOPSIN_ET_R_f_tn_1,A_high_x_high,1
TOPSIN_ET_Gm_m2,TOPSIN_ET_Rc_OG144,A_high_x_high,1
TOPSIN_ET_Gm_m2,TOPSIN_ET_Rc_f_tn_23,A_high_x_high,1
TOPSIN_ET_Gm_m2,TOPSIN_ET_TR_1F,A_high_x_high,1
TOPSIN_ET_Gm_m2,TOPSIN_ET_Vdg_max,A_high_x_high,1
TOPSIN_ET_Gm_m2,TOPSIN_ET_Vds_max,A_high_x_high,1
TOPSIN_ET_Gm_m2,TOPSIN_ET_Vg_gm_max,A_high_x_high,1
TOPSIN_ET_lkg_5,TOPSIN_ET_Gm_m2,A_high_x_high,1
TOPSIN_ET_Gm_m2,TOPSIN_ET_lkg_C300pf,A_high_x_high,1
TOPSIN_ET_Gm_m2,TOPSIN_ET_lkg_C450pf,A_high_x_high,1
TOPSIN_ET_Gm_m2,TOPSIN_ET_lkg_Cap2,A_high_x_high,1
TOPSIN_ET_Gm_m2,TOPSIN_ET_lkg_Cap3,A_high_x_high,1
TOPSIN_ET_Gm_m2,TOPSIN_ET_lkg_CapFICM1,A_high_x_high,1
TOPSIN_ET_Gm_m2,TOPSIN_ET_lkg_CapPARCAP,A_high_x_high,1
TOPSIN_ET_Gm_m2,TOPSIN_ET_lkg_Cap_USV,A_high_x_high,1
TOPSIN_ET_Gm_m2,TOPSIN_ET_lkg_SY07_10,A_high_x_high,1
TOPSIN_ET_lkg_SY8_80,TOPSIN_ET_Gm_m2,A_high_x_high,1
TOPSIN_ET_Gm_m2,TOPSIN_ET_sh_GA144,A_high_x_high,1
TOPSIN_ET_Gm_m2,TOPSIN_ET_sh_f_tn_23,A_high_x_high,1
TOPSIN_ET_Gm_max,TOPSIN_ET_I_5,A_high_x_high,1
TOPSIN_ET_Gm_max,TOPSIN_ET_KLV_F_AB_4u,A_high_x_high,1
TOPSIN_ET_Gm_max,TOPSIN_ET_Load_Pull_Id_ini,A_high_x_high,1
TOPSIN_ET_Gm_max,TOPSIN_ET_Load_Pull_P.A.E_Last,A_high_x_high,1
TOPSIN_ET_Gm_max,TOPSIN_ET_OHMC,A_high_x_high,1
TOPSIN_ET_Gm_max,TOPSIN_ET_R114,A_high_x_high,1
TOPSIN_ET_Gm_max,TOPSIN_ET_R414,A_high_x_high,1
TOPSIN_ET_Gm_max,TOPSIN_ET_R514,A_high_x_high,1
TOPSIN_ET_Gm_max,TOPSIN_ET_R_f_hr_2,A_high_x_high,1
TOPSIN_ET_R_f_hr_3,TOPSIN_ET_Gm_max,A_high_x_high,1
TOPSIN_ET_Gm_max,TOPSIN_ET_R_f_tn_1,A_high_x_high,1
TOPSIN_ET_Gm_max,TOPSIN_ET_Rc_OG144,A_high_x_high,1
TOPSIN_ET_Gm_max,TOPSIN_ET_Rc_f_tn_23,A_high_x_high,1
TOPSIN_ET_Gm_max,TOPSIN_ET_TR_1F,A_high_x_high,1
TOPSIN_ET_Gm_max,TOPSIN_ET_Vdg_max,A_high_x_high,1
TOPSIN_ET_Gm_max,TOPSIN_ET_Vds_max,A_high_x_high,1
ANODE_ET_Probe_Number,SIN_GATE_ET_lkg_SY8_80,A_high_x_high,1
TOPSIN_ET_lkg_5,TOPSIN_ET_Gm_max,A_high_x_high,1
TOPSIN_ET_Gm_max,TOPSIN_ET_lkg_C300pf,A_high_x_high,1
TOPSIN_ET_Gm_max,TOPSIN_ET_lkg_C450pf,A_high_x_high,1
TOPSIN_ET_Gm_max,TOPSIN_ET_lkg_Cap2,A_high_x_high,1
TOPSIN_ET_Gm_max,TOPSIN_ET_lkg_Cap3,A_high_x_high,1
TOPSIN_ET_Gm_max,TOPSIN_ET_lkg_CapFICM1,A_high_x_high,1
TOPSIN_ET_Gm_max,TOPSIN_ET_lkg_CapPARCAP,A_high_x_high,1
TOPSIN_ET_Gm_max,TOPSIN_ET_lkg_Cap_USV,A_high_x_high,1
TOPSIN_ET_Gm_max,TOPSIN_ET_lkg_SY07_10,A_high_x_high,1
TOPSIN_ET_lkg_SY8_80,TOPSIN_ET_Gm_max,A_high_x_high,1
TOPSIN_ET_Gm_max,TOPSIN_ET_sh_GA144,A_high_x_high,1
TOPSIN_ET_Gm_max,TOPSIN_ET_sh_f_tn_23,A_high_x_high,1
TOPSIN_ET_KLV_F_AB_4u,TOPSIN_ET_I_5,A_high_x_high,1
TOPSIN_ET_Load_Pull_Id_ini,TOPSIN_ET_I_5,A_high_x_high,1
TOPSIN_ET_I_5,TOPSIN_ET_Load_Pull_P.A.E_Last,A_high_x_high,1
TOPSIN_ET_I_5,TOPSIN_ET_OHMC,A_high_x_high,1
TOPSIN_ET_I_5,TOPSIN_ET_R114,A_high_x_high,1
TOPSIN_ET_I_5,TOPSIN_ET_R414,A_high_x_high,1
TOPSIN_ET_I_5,TOPSIN_ET_R514,A_high_x_high,1
TOPSIN_ET_R_f_hr_2,TOPSIN_ET_I_5,A_high_x_high,1
TOPSIN_ET_R_f_hr_3,TOPSIN_ET_I_5,A_high_x_high,1
TOPSIN_ET_I_5,TOPSIN_ET_R_f_tn_1,A_high_x_high,1
TOPSIN_ET_I_5,TOPSIN_ET_Rc_OG144,A_high_x_high,1
TOPSIN_ET_I_5,TOPSIN_ET_Rc_f_tn_23,A_high_x_high,1
TOPSIN_ET_I_5,TOPSIN_ET_TR_1F,A_high_x_high,1
TOPSIN_ET_I_5,TOPSIN_ET_Vdg_max,A_high_x_high,1
TOPSIN_ET_Vds_max,TOPSIN_ET_I_5,A_high_x_high,1
TOPSIN_ET_I_5,TOPSIN_ET_Vg_gm_max,A_high_x_high,1
TOPSIN_ET_lkg_5,TOPSIN_ET_I_5,A_high_x_high,1
TOPSIN_ET_I_5,TOPSIN_ET_lkg_C300pf,A_high_x_high,1
TOPSIN_ET_I_5,TOPSIN_ET_lkg_C450pf,A_high_x_high,1
TOPSIN_ET_I_5,TOPSIN_ET_lkg_Cap2,A_high_x_high,1
TOPSIN_ET_I_5,TOPSIN_ET_lkg_Cap3,A_high_x_high,1
TOPSIN_ET_lkg_CapFICM1,TOPSIN_ET_I_5,A_high_x_high,1
TOPSIN_ET_lkg_CapPARCAP,TOPSIN_ET_I_5,A_high_x_high,1
TOPSIN_ET_lkg_Cap_USV,TOPSIN_ET_I_5,A_high_x_high,1
TOPSIN_ET_I_5,TOPSIN_ET_lkg_SY07_10,A_high_x_high,1
TOPSIN_ET_lkg_SY8_80,TOPSIN_ET_I_5,A_high_x_high,1
TOPSIN_ET_I_5,TOPSIN_ET_sh_GA144,A_high_x_high,1
TOPSIN_ET_sh_f_tn_23,TOPSIN_ET_I_5,A_high_x_high,1
TOPSIN_ET_KLV_F_AB_4u,TOPSIN_ET_Load_Pull_Id_ini,A_high_x_high,1
TOPSIN_ET_KLV_F_AB_4u,TOPSIN_ET_Load_Pull_P.A.E_Last,A_high_x_high,1
TOPSIN_ET_KLV_F_AB_4u,TOPSIN_ET_OHMC,A_high_x_high,1
TOPSIN_ET_KLV_F_AB_4u,TOPSIN_ET_R114,A_high_x_high,1
TOPSIN_ET_KLV_F_AB_4u,TOPSIN_ET_R414,A_high_x_high,1
TOPSIN_ET_KLV_F_AB_4u,TOPSIN_ET_R514,A_high_x_high,1
TOPSIN_ET_KLV_F_AB_4u,TOPSIN_ET_R_f_hr_2,A_high_x_high,1
TOPSIN_ET_R_f_hr_3,TOPSIN_ET_KLV_F_AB_4u,A_high_x_high,1
TOPSIN_ET_KLV_F_AB_4u,TOPSIN_ET_R_f_tn_1,A_high_x_high,1
TOPSIN_ET_KLV_F_AB_4u,TOPSIN_ET_Rc_OG144,A_high_x_high,1
TOPSIN_ET_KLV_F_AB_4u,TOPSIN_ET_Rc_f_tn_23,A_high_x_high,1
TOPSIN_ET_KLV_F_AB_4u,TOPSIN_ET_TR_1F,A_high_x_high,1
TOPSIN_ET_KLV_F_AB_4u,TOPSIN_ET_Vdg_max,A_high_x_high,1
TOPSIN_ET_KLV_F_AB_4u,TOPSIN_ET_Vds_max,A_high_x_high,1
TOPSIN_ET_KLV_F_AB_4u,TOPSIN_ET_Vg_gm_max,A_high_x_high,1
