parameter_A,parameter_B,parameter_C,channels,lower_order_cv_rmse,full_3way_cv_rmse,incremental_rmse_improvement_pct,lower_order_cv_r2,full_3way_cv_r2,incremental_r2,fold_reproducibility,evidence_label,reason
MEASURE_ET_DC_Stress_Id_max_Ig_after,SIN_ET_Probe_Number,SIN_ET_TR_1F,2_shared_node_chaining,2.1375,2.1393,-0.083,0.0985,0.0952,-0.0033,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=-0.0033 -- inconsistent."
MEASURE_ET_DC_Stress_Id_max_Ig_after,THIN_ET_C100,TOPSIN_ET_OHMC,2_shared_node_chaining,2.1987,2.2019,-0.149,0.0478,0.0445,-0.0033,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0033 -- inconsistent."
ANODE_ET_Ran_con_1,MEASURE_ET_Rcat_cn_2,THIN_ET_lkg_100_at20V,1_triangle,2.1108,2.1139,-0.149,0.1247,0.1214,-0.0033,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0033 -- inconsistent."
MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos_FPSD3p2,THIN_ET_TANR,TOPSIN_ET_lkg_5,2_shared_node_chaining,2.0544,2.0573,-0.143,0.1655,0.1622,-0.0033,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0033 -- inconsistent."
MEASURE_ET_DC_RF_K_W,MEASURE_ET_LT_SEC_Vg_Id_min,MaskSetSupplyChipsCount,2_shared_node_chaining,2.2388,2.243,-0.187,0.0088,0.0055,-0.0033,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0033 -- inconsistent."
CATHODE_ET_Rcat_cn_1,MEASURE_ET_R414,TOPSIN_ET_lkg_SY07_10,2_shared_node_chaining,2.1129,2.1163,-0.157,0.1151,0.1118,-0.0033,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=-0.0033 -- inconsistent."
MEASURE_ET_C200_0,MEASURE_ET_R414,TOPSIN_ET_lkg_SY07_10,2_shared_node_chaining,2.1037,2.1083,-0.222,0.1232,0.12,-0.0033,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0033 -- inconsistent."
MEASURE_ET_DC_Diode_Rs_9p5,MEASURE_ET_DC_RF_CF_S21_Mag_L1018,TOPSIN_ET_lkg_SY07_10,2_shared_node_chaining,2.1259,2.1293,-0.159,0.109,0.1057,-0.0033,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=-0.0033 -- inconsistent."
MEASURE_ET_DC_SEC_S_Vp_1_mA_mm_first_SD3p5,MEASURE_ET_Vbpin,TOPSIN_ET_DC_SMALL_Vdg_max,3_edge_plus_high_or_medium_conditional,2.1765,2.1792,-0.124,0.0635,0.0602,-0.0033,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=-0.0033 -- inconsistent."
FIN_FIN_Alignment_FIN_to_ohmic_alignment,MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg3_FPSD3p2,THIN_ET_C_AN_2,3_edge_plus_high_or_medium_conditional,2.221,2.224,-0.134,0.0256,0.0223,-0.0033,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0033 -- inconsistent."
GATE2_CD_358nm_Gate_Leg_Length,MEASURE_ET_C_CAT_2,MEASURE_ET_lkg_100,3_edge_plus_high_or_medium_conditional,2.186,2.1899,-0.178,0.0574,0.0541,-0.0033,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=-0.0033 -- inconsistent."
MEASURE_ET_C385pf,MEASURE_ET_LT_SEC_Ileak_m10p5V_mA_mm,OHMIC_ET_OHMC,3_edge_plus_high_or_medium_conditional,2.1277,2.1308,-0.143,0.1089,0.1056,-0.0033,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0033 -- inconsistent."
MEASURE_ET_DC_SEC_X_Id_plus_Ig_at_Vboff_mA_mm_FPSD3p2,OHMIC_ET_R114,TOPSIN_ET_lkg_CapFICM1,3_edge_plus_high_or_medium_conditional,2.1082,2.112,-0.181,0.123,0.1197,-0.0033,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0033 -- inconsistent."
ANODE_ET_Probe_Number,MEASURE_ET_C385pf,SIN_ET_DC_RF_Vbin_gd,3_edge_plus_high_or_medium_conditional,2.1097,2.1137,-0.189,0.1201,0.1168,-0.0033,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0033 -- inconsistent."
MEASURE_ET_DC_RF_Vt_gd,MEASURE_ET_R414,MEASURE_ET_Vbkdn_Cap100,3_edge_plus_high_or_medium_conditional,2.2109,2.2145,-0.161,0.035,0.0317,-0.0033,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0033 -- inconsistent."
FIC_ET_Bad_Gates,MEASURE_ET_HIRS,SIN_GATE_ET_RGAN2,3_edge_plus_high_or_medium_conditional,2.1545,2.1579,-0.159,0.0849,0.0817,-0.0033,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0033 -- inconsistent."
MEASURE_ET_RF_Modeling_Gm,TOPSIN_ET_CapUSV_0,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,2.1161,2.1195,-0.161,0.1169,0.1135,-0.0033,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0033 -- inconsistent."
MEASURE_ET_RF_Modeling_Ls,TOPSIN_ET_CapUSV_0,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,2.1055,2.1086,-0.147,0.1229,0.1196,-0.0033,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0033 -- inconsistent."
MEASURE_ET_C300FB_0,MEASURE_ET_LT_SEC_Id_min_mA_mm,SIN_ET_Probe_Number,3_edge_plus_high_or_medium_conditional,2.2079,2.2117,-0.172,0.038,0.0347,-0.0033,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0033 -- inconsistent."
MEASURE_ET_LT_SEC_Id_min_mA_mm,SIN_ET_Probe_Number,TOPSIN_ET_CapPARCAP,3_edge_plus_high_or_medium_conditional,2.1776,2.1834,-0.264,0.0621,0.0588,-0.0033,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=-0.0033 -- inconsistent."
FIC_ET_DC_RF_Vds_max,MEASURE_ET_DC_RF2_S11dB_26GHz,MEASURE_ET_RF_Modeling_S12ang_10GHz,3_edge_plus_high_or_medium_conditional,2.2478,2.2506,-0.126,0.0022,-0.0011,-0.0033,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0033 -- inconsistent."
MEASURE_ET_DC_Stress_Id_max_Ig_after,MaskSetSupplyChipsCount,TOPSIN_ET_Cap3pf_0,3_edge_plus_high_or_medium_conditional,2.1555,2.1586,-0.144,0.0799,0.0767,-0.0033,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0033 -- inconsistent."
MEASURE_ET_DC_RF_CF_S12_Mag_L1002,SIN_ET_DC_RF_Vg_gm_max,THIN_ET_DC_RF_Vg_optt1,3_edge_plus_high_or_medium_conditional,2.1748,2.1781,-0.152,0.0701,0.0668,-0.0033,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0033 -- inconsistent."
SIN_ET_DC_RF_Vg_gm_max,THIN_ET_DC_RF_Vg_optt1,TOPSIN_ET_Cap_C300,3_edge_plus_high_or_medium_conditional,2.2359,2.2383,-0.11,0.0109,0.0076,-0.0033,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0033 -- inconsistent."
FIN_FIN_Alignment_FIN_to_ohmic_alignment,MEASURE_ET_LT_SEC_Vg_Id_min,MEASURE_ET_lkg_Cap1,6_hub_triple_interaction_neighborhood,2.0984,2.1004,-0.095,0.1292,0.1259,-0.0033,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0033 -- inconsistent."
ANODE_ET_Ran_con_1,SIN_GATE_ET_Rc_an_ct2,THIN_ET_lkg_5,1_triangle+2_shared_node_chaining,2.1099,2.1138,-0.187,0.1254,0.122,-0.0034,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0034 -- inconsistent."
ANODE_ET_Rc_an_ct2_OW_CR,FIC_ET_Bad_Gates,TOPSIN_ET_C100Cap1pf,1_triangle,2.0678,2.0701,-0.112,0.1567,0.1533,-0.0034,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=-0.0034 -- inconsistent."
MEASURE_ET_DC_SMALL_Ids_m0p2,MEASURE_ET_LT_SEC_Id_min_mA_mm,THIN_ET_Rc_f_hr_23,2_shared_node_chaining,2.1343,2.1334,0.044,0.0971,0.0937,-0.0034,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=-0.0034 -- inconsistent."
MEASURE_ET_DC_RF2_S11dB_26GHz,MEASURE_ET_USV_Cappf_0,TOPSIN_ET_R514,2_shared_node_chaining,2.2038,2.2067,-0.133,0.0422,0.0388,-0.0034,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0034 -- inconsistent."
MEASURE_ET_DC_Diode_Rs_9p5,MEASURE_ET_lkg_Cap1,THIN_ET_TF_AB_2,2_shared_node_chaining,2.183,2.1864,-0.157,0.0596,0.0562,-0.0034,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0034 -- inconsistent."
FIC_ET_R_f_tn_2,MEASURE_ET_DC_RF_CF_S21_Mag_L1018,THIN_ET_Rc_TF_AB_2,2_shared_node_chaining,2.1747,2.1766,-0.09,0.0614,0.058,-0.0034,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=-0.0034 -- inconsistent."
MEASURE_ET_C300FM1,SIN_ET_DC_RF_Vbin_gs,THIN_ET_Rc_TF_AB_2,2_shared_node_chaining,2.1157,2.1183,-0.122,0.1084,0.1051,-0.0034,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0034 -- inconsistent."
MEASURE_ET_C300FM1,THIN_ET_Rc_TF_AB_2,TOPSIN_ET_TR_1F,2_shared_node_chaining,2.1225,2.1247,-0.104,0.1028,0.0994,-0.0034,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=-0.0034 -- inconsistent."
MEASURE_ET_C300,SIN_ET_DC_RF_Vbgs_0p01,SIN_GATE_ET_lkg_5,2_shared_node_chaining,2.1087,2.1144,-0.27,0.124,0.1206,-0.0034,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=-0.0034 -- inconsistent."
MEASURE_ET_DC_SEC_X_Id_plus_Ig_at_Vboff_mA_mm_FPSD3p2,THIN_ET_lkg_100_at20V,TOPSIN_ET_CapFICM1,2_shared_node_chaining,2.0507,2.0549,-0.206,0.1683,0.1649,-0.0034,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0034 -- inconsistent."
THIN_ET_lkg_100_at20V,TOPSIN_ET_CapFICM1,TOPSIN_ET_R514,2_shared_node_chaining,2.1256,2.1298,-0.198,0.1102,0.1067,-0.0034,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0034 -- inconsistent."
CATHODE_ET_Rcat_cn_3_OW_ST,MEASURE_ET_C300FM1,MEASURE_ET_DC_RF2_S11dB_26GHz,2_shared_node_chaining,2.131,2.132,-0.05,0.1013,0.0979,-0.0034,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=-0.0034 -- inconsistent."
MEASURE_ET_C_CAT_2,SIN_ET_lkg_SY8_80,TOPSIN_ET_Vds_max,2_shared_node_chaining,2.1145,2.1165,-0.095,0.1178,0.1144,-0.0034,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0034 -- inconsistent."
MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos,TOPSIN_ET_R_f_tn_1,TOPSIN_ET_sh_f_tn_23,2_shared_node_chaining,2.118,2.1206,-0.126,0.1175,0.1142,-0.0034,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=-0.0034 -- inconsistent."
BRGM_ET_Rsh_F_AB_2,MEASURE_ET_C20_0,MEASURE_ET_DC_Stress_Id_max_Ig_after,2_shared_node_chaining,2.1752,2.1789,-0.168,0.0668,0.0634,-0.0034,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0034 -- inconsistent."
FIC_ET_Rc_OG142,MEASURE_ET_DC_Stress_Id_max_Ig_after,MEASURE_ET_Rc_cat_ct2_OW_ST,2_shared_node_chaining,2.1935,2.1964,-0.135,0.0519,0.0485,-0.0034,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=-0.0034 -- inconsistent."
MEASURE_ET_DC_PIV_Drain_Lag_0,MEASURE_ET_DC_Stress_Id_max_Ig_after,MEASURE_ET_DC_Stress_Vp_after,2_shared_node_chaining,2.0699,2.0745,-0.222,0.1584,0.155,-0.0034,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0034 -- inconsistent."
MEASURE_ET_DC_RF_Imax_W,MEASURE_ET_DC_Stress_Id_max_Ig_after,MEASURE_ET_RF_Modeling_Vth,2_shared_node_chaining,2.1868,2.1912,-0.201,0.0571,0.0537,-0.0034,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0034 -- inconsistent."
MEASURE_ET_DC_RF_Imax_W,MEASURE_ET_DC_Stress_Id_max_Ig_after,TOPSIN_ET_Cap1pf,2_shared_node_chaining,2.2048,2.2098,-0.228,0.0417,0.0383,-0.0034,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0034 -- inconsistent."
FIC_ET_DC_RF_Vp_1,MEASURE_ET_Load_Pull_Pout_W_mm_last,MEASURE_ET_lkg_PAD_10,2_shared_node_chaining,2.1121,2.1154,-0.157,0.1195,0.1161,-0.0034,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=-0.0034 -- inconsistent."
MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos_FPSD3p2,OHMIC_ET_Rc_OG142,TOPSIN_ET_lkg_5,2_shared_node_chaining,2.0084,2.012,-0.176,0.2013,0.1979,-0.0034,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0034 -- inconsistent."
MEASURE_ET_DC_RF_K_W,MEASURE_ET_lkg_10,MaskSetSupplyChipsCount,2_shared_node_chaining,2.1054,2.1089,-0.168,0.1301,0.1267,-0.0034,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0034 -- inconsistent."
MEASURE_ET_DC_RF_K_W,MaskSetSupplyChipsCount,TFRP_ET_Rc_TF_AB_2,2_shared_node_chaining,2.2397,2.2413,-0.072,0.0061,0.0027,-0.0034,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=-0.0034 -- inconsistent."
ANODE_ET_Ran_con_1,MEASURE_ET_HIRS,THIN_ET_Rc_cat_ct2,2_shared_node_chaining,2.195,2.1975,-0.116,0.0481,0.0447,-0.0034,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=-0.0034 -- inconsistent."
MEASURE_ET_lkg_C300pf,SIN_ET_DC_RF_Vg_gm_max,TOPSIN_ET_DC_SMALL_Vbgs1,3_edge_plus_high_or_medium_conditional,2.1589,2.1621,-0.147,0.0817,0.0783,-0.0034,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=-0.0034 -- inconsistent."
MEASURE_ET_DC_SMALL_Ids_m0p2,THIN_ET_KLV_F_AB_4u,THIN_ET_Rc_cat_ct2,3_edge_plus_high_or_medium_conditional,2.183,2.1884,-0.246,0.0576,0.0542,-0.0034,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0034 -- inconsistent."
MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos_FPSD3p2,MEASURE_ET_RF_Modeling_S22ang_10GHz,TOPSIN_ET_lkg_SY8_80,3_edge_plus_high_or_medium_conditional,2.0705,2.0748,-0.204,0.1539,0.1505,-0.0034,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0034 -- inconsistent."
FIN_FIN_Alignment_FIN_to_ohmic_alignment,MEASURE_ET_DC_RF_Vt_gd,MEASURE_ET_DC_SMALL_Vg_gm_max,3_edge_plus_high_or_medium_conditional,2.2392,2.242,-0.123,0.0124,0.009,-0.0034,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0034 -- inconsistent."
MEASURE_ET_DC_RF_K_W,MEASURE_ET_DC_SEC_Vbin_gs,THIN_ET_C20_0,3_edge_plus_high_or_medium_conditional,2.2112,2.2157,-0.205,0.0316,0.0281,-0.0034,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=-0.0034 -- inconsistent."
MEASURE_ET_C300pf,MEASURE_ET_R414,TOPSIN_ET_TR_1F,3_edge_plus_high_or_medium_conditional,2.2265,2.2301,-0.163,0.021,0.0176,-0.0034,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0034 -- inconsistent."
MEASURE_ET_DC_PIV_Ids0_QP1,MEASURE_ET_LT_SEC_Id_min_mA_mm,THIN_ET_DC_RF_Vp_1,3_edge_plus_high_or_medium_conditional,2.2023,2.2054,-0.139,0.0448,0.0414,-0.0034,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=-0.0034 -- inconsistent."
MEASURE_ET_DC_PIV_Ids0_QP1,MEASURE_ET_LT_SEC_Id_min_mA_mm,TOPSIN_ET_Cap3pf,3_edge_plus_high_or_medium_conditional,2.1881,2.1926,-0.205,0.0559,0.0525,-0.0034,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0034 -- inconsistent."
FIC_ET_Gm_max,MEASURE_ET_lkg_C385pf,OHMIC_ET_Rc_an_ct2,3_edge_plus_high_or_medium_conditional,2.1755,2.1763,-0.036,0.067,0.0636,-0.0034,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=-0.0034 -- inconsistent."
THIN_ET_DC_RF_Vp_1,THIN_ET_Rc_an_ct2_OW_CR,TOPSIN_ET_C100CapPARCAP,3_edge_plus_high_or_medium_conditional,2.2315,2.2352,-0.169,0.0156,0.0122,-0.0034,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0034 -- inconsistent."
CATHODE_ET_Rcat_cn_2,MEASURE_ET_DC_SEC_Vbin_gs,TOPSIN_ET_DC_RF_Imax,3_edge_plus_high_or_medium_conditional,2.1497,2.1543,-0.212,0.0888,0.0854,-0.0034,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0034 -- inconsistent."
FIN_FIN_Alignment_FIN_to_ohmic_alignment,THIN_ET_C20_0,THIN_ET_Rc_OG142,3_edge_plus_high_or_medium_conditional,2.0724,2.0744,-0.095,0.1434,0.14,-0.0034,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=-0.0034 -- inconsistent."
MEASURE_ET_DC_Stress_Id_stress_before,MEASURE_ET_LT_SEC_Id_min_mA_mm,SIN_ET_Probe_Number,3_edge_plus_high_or_medium_conditional,2.1432,2.1476,-0.206,0.0927,0.0892,-0.0034,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0034 -- inconsistent."
MEASURE_ET_HIRS,MEASURE_ET_lkg_CapFICBRGM,TOPSIN_ET_C300pf,3_edge_plus_high_or_medium_conditional,2.1763,2.1794,-0.143,0.0655,0.0621,-0.0034,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=-0.0034 -- inconsistent."
MEASURE_ET_DC_RF_Vbin_gs,TOPSIN_ET_Cap1pf,TOPSIN_ET_DC_RF_Imax,3_edge_plus_high_or_medium_conditional,2.1976,2.2001,-0.114,0.0415,0.0381,-0.0034,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=-0.0034 -- inconsistent."
MEASURE_ET_DC_Big_S12dB_10GHz,MEASURE_ET_DC_RF_Min_S21_Freq_L1018,MEASURE_ET_lkg_50_at20V,4_tree_path_cooccurrence,2.1457,2.1495,-0.177,0.0971,0.0937,-0.0034,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0034 -- inconsistent."
MEASURE_ET_C_CAT_2,TOPSIN_ET_DC_PIV_Drain_Lag_0,TOPSIN_ET_lkg_Cap_USV,1_triangle+2_shared_node_chaining+3_edge_plus_high_or_medium_conditional,2.1199,2.1225,-0.122,0.1162,0.1127,-0.0035,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=-0.0035 -- inconsistent."
CATHODE_ET_Rcat_cn_1,MEASURE_ET_Rc_OG142_GN,THIN_ET_Rc_an_ct2_OW_CR,1_triangle+2_shared_node_chaining,2.2282,2.2307,-0.112,0.0199,0.0165,-0.0035,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0035 -- inconsistent."
MEASURE_ET_DC_RF2_S22dB_26GHz,THIN_ET_Rc_an_ct2_OW_CR,THIN_ET_lkg_100_at20V,1_triangle+2_shared_node_chaining,2.0945,2.0976,-0.147,0.1359,0.1325,-0.0035,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=-0.0035 -- inconsistent."
ANODE_ET_Ran_con_1,MEASURE_ET_Rc_OG142_GN,MEASURE_ET_lkg_Cap_USV,1_triangle+2_shared_node_chaining,2.0891,2.0914,-0.112,0.1364,0.1329,-0.0035,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=-0.0035 -- inconsistent."
MEASURE_ET_DC_RF_Imax_W,MEASURE_ET_DC_Stress_Id_max_Ig_after,THIN_ET_C100,2_shared_node_chaining,2.1918,2.1967,-0.224,0.0541,0.0505,-0.0035,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0035 -- inconsistent."
MEASURE_ET_DC_RF_CF_S21_Mag_L1018,MEASURE_ET_DC_SEC_X_Vg_at_I1_pos_SD3p5,THIN_ET_Rcat_cn_3,2_shared_node_chaining,2.2044,2.2083,-0.178,0.0386,0.0351,-0.0035,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0035 -- inconsistent."
CATHODE_ET_Rcat_cn_1,FIC_ET_Gm_max,MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos,2_shared_node_chaining,2.2206,2.2217,-0.054,0.0119,0.0084,-0.0035,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=-0.0035 -- inconsistent."
FIC_ET_R_f_tn_2,MEASURE_ET_DC_SMALL_Imax,MEASURE_ET_DC_Stress_Id_max_Ig_after,2_shared_node_chaining,2.1384,2.1418,-0.161,0.0958,0.0923,-0.0035,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0035 -- inconsistent."
FIC_ET_Rc_OG142,MEASURE_ET_DC_RF_Id_Vbon_min,MEASURE_ET_DC_Stress_Id_max_Ig_after,2_shared_node_chaining,2.1643,2.169,-0.216,0.0778,0.0744,-0.0035,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0035 -- inconsistent."
FIC_ET_Vp_1,MEASURE_ET_DC_Stress_Id_max_Ig_after,MEASURE_ET_Rcat_cn_3,2_shared_node_chaining,2.1587,2.162,-0.151,0.0807,0.0772,-0.0035,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0035 -- inconsistent."
MEASURE_ET_DC_Diode_S11_dB_forw,MEASURE_ET_DC_Stress_Id_max_Ig_after,THIN_ET_DC_RF_Vg_optt1,2_shared_node_chaining,2.1997,2.2026,-0.133,0.0441,0.0406,-0.0035,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0035 -- inconsistent."
MEASURE_ET_DC_Diode_S11_dB_forw,MEASURE_ET_DC_Stress_Id_max_Ig_after,TOPSIN_ET_Gm_max,2_shared_node_chaining,2.1525,2.1574,-0.23,0.0839,0.0805,-0.0035,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0035 -- inconsistent."
MEASURE_ET_DC_Stress_Id_max_Ig_after,MEASURE_ET_DC_Stress_Vp_after,TOPSIN_ET_CapFICM1_0,2_shared_node_chaining,2.1913,2.1948,-0.16,0.0546,0.0511,-0.0035,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0035 -- inconsistent."
MEASURE_ET_DC_Stress_Id_max_Ig_after,MEASURE_ET_Load_Pull_Gss,TOPSIN_ET_Cap3pf_0,2_shared_node_chaining,2.1703,2.1739,-0.165,0.0686,0.065,-0.0035,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0035 -- inconsistent."
MEASURE_ET_DC_Stress_Id_max_Ig_after,MEASURE_ET_Rc_an_ct2,SIN_ET_lkg_SY8_80,2_shared_node_chaining,2.0079,2.0124,-0.223,0.2015,0.198,-0.0035,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0035 -- inconsistent."
MEASURE_ET_DC_Stress_Id_max_Ig_after,MEASURE_ET_Rc_an_ct2,SIN_GATE_ET_Ran_con_2,2_shared_node_chaining,2.1456,2.1507,-0.236,0.087,0.0835,-0.0035,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=-0.0035 -- inconsistent."
MEASURE_ET_DC_Stress_Id_max_Ig_after,THIN_ET_DC_RF_Imax,THIN_ET_lkg_PAD_10,2_shared_node_chaining,2.0597,2.0629,-0.154,0.1653,0.1618,-0.0035,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=-0.0035 -- inconsistent."
MEASURE_ET_C_CAT_2,MEASURE_ET_RGAN2,TOPSIN_ET_lkg_5,2_shared_node_chaining,2.1752,2.1786,-0.154,0.0648,0.0614,-0.0035,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=-0.0035 -- inconsistent."
MEASURE_ET_C_CAT_2,SIN_ET_DC_RF_Gm_0,TOPSIN_ET_lkg_5,2_shared_node_chaining,2.1739,2.1775,-0.165,0.0674,0.064,-0.0035,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0035 -- inconsistent."
MEASURE_ET_DC_RF_Max_S11_Freq_L1002,MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos_FPSD3p2,TOPSIN_ET_lkg_5,2_shared_node_chaining,2.0663,2.0701,-0.187,0.1568,0.1532,-0.0035,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0035 -- inconsistent."
